Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,"4 nos of bidder participated, guna behera is l1, banamali barik is l2, pradiptha ranjan sahoo is l3, biswaranjan pradhan is l4",POOJA ROUT,08-Jun-2023 04:07 PM,,BOQ Comparative Chart,1.0,1326459.0,GUNA BEHERA,INR,"263,662.09",Municipal Bodies||Pipli NAC,2020_ORULB_61693_25,PIPILI-NAC-1/2020-21,Construction of CC road from Jadab Pradhan house to Mallik sahi Khandiagiri Wno-12 for the year 2020-2021,Chairperson,Internal,Committee Head ChairPerson Pipli NAC Executive Officer Pipli NAC Municipal Engineer Accounts Officer Pipli Block Assistant Engineer Pipli Block Junior Engineer pipli NAC,POOJA ROUT,08-Jun-2023 04:17 PM,finsummary_324333.pdf (110.65 KB),Chairperson,Internal,Committee Head ChairPerson Pipli NAC Executive Officer Pipli NAC Municipal Engineer Accounts Officer Pipli Block Assistant Engineer Pipli Block Junior Engineer pipli NAC,POOJA ROUT,08-Jun-2023 04:10 PM,techsummary_324333.pdf (110.65 KB),08-Jun-2023,"INR 263,662.09",60.0,POOJA ROUT,08-Jun-2023 04:20 PM,25.pdf (196.00 KB),1,1326226,BANAMALI BARIK,06-Jul-2020 03:11 PM,Rejected-AOC,as per 2nd lowest quoted value,08-Jun-2023 04:22 PM,AOC,"EXECUTIVE OFFICER , PIPILI NAC","EXECUTIVE OFFICER , PIPILI NAC","2,240",0.0,"EXECUTIVE OFFICER , PIPILI NAC",PIPILI,No,"3,500",Yes,fixed,,"EXECUTIVE OFFICER , PIPILI NAC",PIPILI,1.0,ICICI BANK,Municipal Bodies||Pipli NAC,PIPILI-NAC-1/2020-21,2020_ORULB_61693_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC road from Jadab Pradhan house to Mallik sahi Khandiagiri Wno-12 for the year 2020-2021,CIVIL WORK,Please refer Tender documents. ,NA ,"3,47,373",Civil Works - Others,NA ,Tender,90.0,60.0,PIPILI,752104.0,NA ,NA ,NA ,"EXECUTIVE OFFICER , PIPILI NAC",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, RC, GST, PAN, AFFIDAVIT,OTHER DOCUMENTS AS PER DTCN",24-Jun-2020 11:00 AM,16-Jul-2020 02:00 PM,24-Jun-2020 11:00 AM,06-Jul-2020 05:00 PM,NA ,NA ,24-Jun-2020 11:00 AM,06-Jul-2020 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1326190,BISWARANJAN PRADHAN,05-Jul-2020 09:34 PM,Rejected-AOC,as per 4th lowest quoted value,08-Jun-2023 04:22 PM,AOC,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1326459,GUNA BEHERA,06-Jul-2020 02:08 PM,Accepted-AOC,as per lowest quoted value,08-Jun-2023 04:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1326972,pradipta ranjan sahoo,06-Jul-2020 12:24 PM,Rejected-AOC,as per3rd lowest quoted value,08-Jun-2023 04:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
