Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Online proof copy Tender cost, EMD, GSTIN, PAN, Contractor RC and Affidavit","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,20-Mar-2023 10:00 AM,04-Apr-2023 11:00 AM,20-Mar-2023 10:00 AM,31-Mar-2023 05:00 PM,NA ,NA ,20-Mar-2023 10:00 AM,31-Mar-2023 05:00 PM,26-Apr-2023 11:30 AM,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",Notice -6-22-23,2023_CEMIB_87062_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Ramachandi Check Dam in Tangi block of Khordha Dist.under MATY Grant for the year 2022-23,Construction of Ramachandi Check Dam in Tangi block of Khordha Dist.under MATY Grant for the year 2022-23,Please refer Tender documents. ,NA ,"52,95,748",Civil Works - Water Works,NA ,Tender,90.0,180.0,KHORDHA,752056.0,NA ,NA ,NA ,O/O SE MI KHURDA,No ,No,"52,957",Yes,fixed,,Nil,Nil,SE MI DIVISION KHURDA,"O/o the SUPERINTENDING Engineer MI Division, Khurda",AOC,03-Jun-2023,"INR 4,501,915.62",180.0,Purna Chandra Dash,03-Jun-2023 11:36 AM,Ramachandiagreement.pdf (1512.00 KB),Agreement done,superintendingengineermidivisionkhordha,Internal,"Estimator, Sr. DAO",Purna Chandra Dash,03-Jun-2023 11:35 AM,finsummary_431463.pdf (286.27 KB),Technical,15 nos bidders are admitted,Purna Chandra Dash,26-Apr-2023 11:12 AM,technical_431463.pdf,1,2107812,ALINA PRIYADARSINI CHAMPATIRAY,31-Mar-2023 04:03 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,Finance,15 bidders are Admitted,RITUSHREE PATRO,26-Apr-2023 04:07 PM,,BOQ Comparative Chart,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",2023_CEMIB_87062_1,Notice -6-22-23,Construction of Ramachandi Check Dam in Tangi block of Khordha Dist.under MATY Grant for the year 2022-23,1.0,2107453.0,DILLIP KUMAR SAHOO,INR,"4,501,915.62","E.E, MID, Khordha",Internal,"Sr. DAO, Estimator",Purna Chandra Dash,26-Apr-2023 11:17 AM,26-Apr-2023 11:30 AM,techsummary_431463.pdf (615.81 KB),AOC
,,.pdf,Other Documents as per DTCN,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2108001,ALOKNATH SATRUSALYA,31-Mar-2023 04:27 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2103527,AMITAV PARIDA,25-Mar-2023 02:20 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2107870,ANIL KUMAR PRUSTY,31-Mar-2023 02:42 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2107829,Ankit Kumar Swain,31-Mar-2023 02:51 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2107329,BIBHUTI KUMAR PRADHAN,30-Mar-2023 12:14 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2107822,DEBADATTA SETHI,31-Mar-2023 01:43 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2107561,DIBAKAR MARTHA,30-Mar-2023 08:51 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2107453,DILLIP KUMAR SAHOO,30-Mar-2023 06:42 PM,Accepted-AOC,Agreement done,03-Jun-2023 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2107776,GAUTAM PRADHAN,31-Mar-2023 01:33 PM,Rejected-Finance,otherthanlotterybidder,03-Jun-2023 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
