EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"2,82,118",No,fixed,,Nil,Nil,1.0,ICICI BANK,"5,900",0.0,Nil,Nil,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Puri,1181.0,2023_OSCSC_88471_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Transportation of foodgrains (Level- II) from OSWC Sakhigopal to all FPS Point of Pipili Block and Pipili NAC for the Biennial Year 2023-25,Selection and Appointment of Level- II Transport Contractor for Transportation of foodgrains from OSWC Sakhigopal to all FPS Point of Pipili Block and Pipili NAC for the Biennial Year 2023-25,Please refer Tender documents. ,NA ,,Handling and Transportation,NA ,Tender,120.0,700.0,Pipili,752104.0,Office Chamber of CSO cum DM OSCSC Ltd Puri ,Office of the CSO cum District Manager OSCSC Ltd Baligodown Near Govt Womens College Puri ,06-May-2023 11:30 AM ,Office Chamber of District Magistrate and Collecto,No ,No,CSO cum DM OSCSC Ltd Puri,Office of the CSO cum District Manager OSCSC Ltd Baligodown Near Govt Womens College Puri,28-Apr-2023 09:00 AM,11-May-2023 11:30 AM,28-Apr-2023 10:30 AM,09-May-2023 05:00 PM,28-Apr-2023 11:00 AM ,05-May-2023 05:00 PM ,28-Apr-2023 12:00 PM,09-May-2023 05:00 PM,18-May-2023 11:30 AM,AOC,DistrictMagistrateandCollectorPuri,Internal,ADMPuriDLOPuriDSWOPuriRTOPuriCSOcumDistrict ManagerOSCSCLtdPuri,Subodh Hota,17-May-2023 05:47 PM,18-May-2023 11:30 AM,techsummary_435980.pdf (3538.77 KB),1.0,2134941.0,BIJAYA KUMAR DASH,INR,26.7,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Puri,2023_OSCSC_88471_1,1181.0,Transportation of foodgrains (Level- II) from OSWC Sakhigopal to all FPS Point of Pipili Block and Pipili NAC for the Biennial Year 2023-25,Finance,Bidders successfully qualified in Technical Evaluation,Subodh Hota,22-Jun-2023 11:23 AM,,BOQ Comparative Chart,Technical,Evaluation of Technical Bids successfully completed,Subodh Hota,17-May-2023 05:46 PM,technical_435980.pdf,1,2133251,ASWINI KUMAR RATH,08-May-2023 05:46 PM,Rejected-Finance,Unsuccessful in Transparent Lottery system,22-Jun-2023 01:47 PM,22-Jun-2023,INR 26.7,700.0,Subodh Hota,22-Jun-2023 03:20 PM,AOC.pdf (1585.00 KB),Bijay Kumar Dash has been appointed as Level- II Transport Contractor for Pipili and NAC Unit (Block and NAC)(Rs. 26.70 per qtl.) for biennial 2023-25,Collector and DM Puri,Internal,ADM (Gen) Puri Dist Labour Officer Puri DSWO Puri RTO Puri CSOcumDM OSCSC Ltd Puri,Subodh Hota,22-Jun-2023 01:47 PM,finsummary_435980.pdf (1298.18 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2134165,BIBHU KALYAN SAHOO,09-May-2023 03:03 PM,Rejected-Finance,Unsuccessful in Transparent Lottery system,22-Jun-2023 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2134941,BIJAYA KUMAR DASH,09-May-2023 03:05 PM,Accepted-AOC,Successful in Transparent Lottery system,22-Jun-2023 03:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2133809,CHITTA RANJAN SAHOO,09-May-2023 01:41 PM,Rejected-Technical,Suppressed the fact in the Affidavit (Annexure- 5),17-May-2023 05:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2131122,DILIP KUMAR DALAI,09-May-2023 02:45 PM,Rejected-Finance,Unsuccessful in Transparent Lottery system,22-Jun-2023 01:47 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2131104,PITABASH PANDA,09-May-2023 03:03 PM,Rejected-Finance,Unsuccessful in Transparent Lottery system,22-Jun-2023 01:47 PM,,,,,,,,,,,,,,AOC
