Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
BDO JATNI,PANCHAYAT SAMITI OFFICE JATNI,"7,080",Nil,Nil,No,"Const. of CC Road from Maa Barunel Flyash Bricks to Pancanana Bahubalendra House at vill. Bhimpur , GP-Padanpur, Jatni Block.",As per BOQ,Please refer Tender documents. ,NA ,"13,89,835",Civil Works - Roads,NA ,Tender,90.0,90.0,"BHIMPUR, PADANPUR",752050.0,NA ,NA ,NA ,JATNI BLOCK OFFICE,No ,No,21-Apr-2023 11:00 AM,08-May-2023 10:00 AM,21-Apr-2023 11:00 AM,06-May-2023 05:00 PM,21-Apr-2023 11:00 AM ,04-May-2023 01:00 PM ,21-Apr-2023 11:00 AM,06-May-2023 05:00 PM,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,09/PSJ/2023-24,2023_PRJAT_88065_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"13,898",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC,BDO JATNI,Internal,Addl Tahasildar BDO AEE AO JE CP,SAROJ KUMAR ROUT,12-Jun-2023 08:43 AM,techsummary_434865.pdf (370.44 KB),1.0,2127906.0,GOURANGA BALIARSINGH,INR,"1,181,499",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,2023_PRJAT_88065_1,09/PSJ/2023-24,"Const. of CC Road from Maa Barunel Flyash Bricks to Pancanana Bahubalendra House at vill. Bhimpur , GP-Padanpur, Jatni Block.",1,2130121,ABHIJIT SAMANTARAY,04-May-2023 03:58 PM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,BDO JATNI,Internal,Addl Tahasildar BDO AO AEE JE CP,SAROJ KUMAR ROUT,12-Jun-2023 09:01 AM,finsummary_434865.pdf (312.00 KB),Finance,comparative,SAROJ KUMAR ROUT,09-May-2023 02:49 PM,finance_434865.pdf,BOQ Comparative Chart,12-Jun-2023,"INR 1,181,499",90.0,SAROJ KUMAR ROUT,12-Jun-2023 09:11 AM,Lotbarun.pdf (377.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC,,,,,,,,,,,,,,,,2,2130890,BIJAYA KUMAR JENA,05-May-2023 04:07 PM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2131932,BIJAY KUMAR SETHI,06-May-2023 03:59 PM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2127906,GOURANGA BALIARSINGH,01-May-2023 09:50 PM,Accepted-AOC,WONED LOTTERY,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2131536,Maa Barunei Construction And Supplier Prop-Biswa Mohan Parida,06-May-2023 12:53 PM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2129969,MAHENDRA KUMAR BEHERA,04-May-2023 01:18 PM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2131794,PRAGATI MARTHA,06-May-2023 02:15 PM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2131308,PRAHALLAD CHAMPATIRAY,06-May-2023 04:47 AM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2130237,RAJASHREE CHHOTARAY,04-May-2023 06:46 PM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2132022,SANJAYA KUMAR BEHERA,06-May-2023 04:49 PM,Rejected-AOC,LOSSED LOT,12-Jun-2023 09:16 AM,,,,,,,,,,,,,,,,,,,,AOC
