Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Pkg12,"Revival and Restoration of Lift Irrigation projects on Turnkey Basis at Andola-(kfw) TW, Hirapur(kfw),Jalasarpur II (Kfw) and Satibati(kfw) TW under Dasarathpur Block in Jajpur District.",Please refer to the DTCN Documents ,NA ,"33,28,787",Civil Works - Lift Irrigation Schemes,Electrical Works ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/o Executive Engineer,L.I.Division, Jajpur Road",No ,No,"6,000",0.0,Nil,Nil,No,"33,288",Yes,percentage,1.0%,Nil,Nil,15-Apr-2023 10:00 AM,21-Apr-2023 11:00 AM,15-Apr-2023 10:00 AM,20-Apr-2023 05:00 PM,15-Apr-2023 10:00 AM ,19-Apr-2023 05:00 PM ,15-Apr-2023 10:00 AM,20-Apr-2023 05:00 PM,18-May-2023 12:45 PM,1.0,ICICI BANK,1.0,Revised in class of Contractor,Other,,"Executive Engineer,L.I.Division, Jajpur Road","Executive Engineer,L.I.Division, Jajpur Road","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",4_2022_23_31_03_2023,2023_OLIC_87860_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,GSTChallan,3B,Affidavit,JV",AOC,Technical,Opened Successfully,Pradeep Kumar Swain,22-Apr-2023 01:50 PM,technical_434064.pdf,1,2117619,BALARAM SENAPATI,20-Apr-2023 11:20 AM,Rejected-Technical,Disqualified due to exceeding bidding capacity without solvency certificate,18-May-2023 12:42 PM,Finance,Opened Successfully,Pradeep Kumar Swain,18-May-2023 05:18 PM,finance_434064.pdf,BOQ Comparative Chart,Aruna Kumar Sahu,Internal,Pradeep Kumar Swain and Laxmi Narayan Das.,ARUNA KUMAR SAHU,27-Jun-2023 05:59 PM,finsummary_434064.pdf (329.70 KB),29-Jun-2023,"INR 3,339,167",90.0,ARUNA KUMAR SAHU,29-Jun-2023 08:15 AM,PKG-12.pdf (429.00 KB),"execute the revival and restoration work at at Andola KFW TW, Hirapur KFW TW, Jalasarapur II KFW TW and Satibati KFW TW under Dasarathpur Block",Aruna Kumar Sahu,Internal,Pradeep Kumar Swain and Laxmi Narayan Das.,ARUNA KUMAR SAHU,18-May-2023 12:42 PM,18-May-2023 12:45 PM,techsummary_434064.pdf (32.08 KB),1.0,2115357.0,BRAJA SUNDAR SAHOO,INR,"3,339,167","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2023_OLIC_87860_12,4_2022_23_31_03_2023,Pkg12,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN Documents,AOC,,,,,,2,2117520,BHARAT KUMAR SAHOO,20-Apr-2023 09:05 AM,Rejected-AOC,Loss the Lottery,29-Jun-2023 08:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,AOC,,,,,,3,2115357,BRAJA SUNDAR SAHOO,20-Apr-2023 12:48 PM,Accepted-AOC,Win the Lottery,29-Jun-2023 08:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,2117581,ICON BUILDERS,20-Apr-2023 09:13 AM,Rejected-AOC,Loss the Lottery,29-Jun-2023 08:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,2117710,JAGAT JYOTI NAYAK,20-Apr-2023 12:07 PM,Rejected-Technical,Disqualified due to non submission of up to date 3B or 1a,18-May-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,2117742,MAHENDRA KUMAR PATI,20-Apr-2023 12:34 PM,Rejected-AOC,Loss the Lottery,29-Jun-2023 08:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,2117542,MANOJAMANJARI SAHOO,20-Apr-2023 10:27 AM,Rejected-AOC,Loss the Lottery,29-Jun-2023 08:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,2117397,M/S LAXMI NRUSINGHA CONSTRUCTION AND POWER,19-Apr-2023 09:27 PM,Rejected-AOC,Loss the Lottery,29-Jun-2023 08:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,2118030,Priya Ranjan Sahoo,20-Apr-2023 03:57 PM,Rejected-Finance,Being L2,27-Jun-2023 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,2117730,TARAPRASANNA PATI,20-Apr-2023 12:16 PM,Rejected-Technical,Disqualified due to exceeding bidding capacity without solvency certificate,18-May-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
