Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,OK,Rizwana Kawkab,12-May-2023 10:03 AM,,BOQ Comparative Chart,KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,12-May-2023 09:43 AM,12-May-2023 09:45 AM,techsummary_435078.pdf (522.34 KB),12-Jun-2023,"INR 474,790",60.0,Rizwana Kawkab,12-Jun-2023 09:45 AM,IMG_20230612_0002.pdf (559.00 KB),1,2129596,BIJAY KUMAR BISWAL,03-May-2023 10:59 PM,Accepted-AOC,DUE TO L1,12-Jun-2023 09:46 AM,1.0,2129596.0,BIJAY KUMAR BISWAL,INR,"474,790",KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,12-Jun-2023 09:41 AM,finsummary_435078.pdf (375.98 KB),Technical,opened,Nihar Ranjan Sahu,09-May-2023 11:03 AM,technical_435078.pdf,Municipal Bodies||Khordha Municipality,2023_ORULB_88116_40,KMPLTY/ 02/2023-24,Construction of road from Lokeswar Tank road towards Murtyunjay Mohapatra house in W No 09,AOC,1,ICICI BANK,EXECUTIVE OFFICER KHORDHA MUNICIPALITY,EXECUTIVE OFFICER KHORDHA MUNICIPALITY,21-Apr-2023 11:00 AM,09-May-2023 09:00 AM,21-Apr-2023 11:00 AM,04-May-2023 05:00 PM,NA ,NA ,21-Apr-2023 11:00 AM,04-May-2023 05:00 PM,12-May-2023 09:45 AM,1.0,OPENING DATE EXTENSION,Date,,"2,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,"PAN card, Labour License and other documents as per DTCN",Municipal Bodies||Khordha Municipality,KMPLTY/ 02/2023-24,2023_ORULB_88116_40,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,024",Yes,percentage,1.0%,Nil,Nil,Construction of road from Lokeswar Tank road towards Murtyunjay Mohapatra house in W No 09,Construction of road from Lokeswar Tank road towards Murtyunjay Mohapatra house in W No 09,Please refer Tender documents. ,NA ,"4,02,404",Civil Works - Roads,NA ,Tender,120.0,60.0,KHORDHA MUNICIPALITY,752055.0,NA ,NA ,NA ,KHORDHA MUNICIPALITY OFFICE,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,2129867,SANDIP KUMAR BARMAN,04-May-2023 12:11 PM,Rejected-Finance,Due to L2,12-Jun-2023 09:41 AM,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
