S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
1.0,2129965.0,YASH AGRAWAL,INR,"8,275,280","CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",2023_CEEBO_88101_7,LSRRC AND B-01/2023-24,"CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-B (PACKAGE-2) IN RR COLONY OF LSIP AT DHULUSAR, BALANGIR.","SRI JITENDU PANIGRAHI,SE",Internal,"SRI CHETAK KUMAR NAYAK,AEE,SRI AMRIT KUMAR BEHERA,DAO,SMT LAKHANI LAKRA,AE",Jitendu Panigrahi,08-May-2023 11:17 AM,08-May-2023 11:30 AM,techsummary_434916.pdf (848.00 KB),"Er. Jitendu PAnigrahi,SE",Internal,"ER. Chetak Kumar Nayak, Er. Lakhani Lakra, AE, Sri AMrit Behera, DAO",Jitendu Panigrahi,12-May-2023 11:48 AM,finsummary_434916.pdf (423.76 KB),29-May-2023,"INR 8,275,280",30.0,Jitendu Panigrahi,13-Jun-2023 01:42 PM,Dhulusar2.pdf (409.00 KB),work order.,1,2129807,CHAKRADHAR SA,04-May-2023 11:50 AM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:48 AM,Technical,TOTAL 05 NOS. OF BIDDERS HAVE PARTICIPATED AGAINST THE TENDER LSRRC AND BD-BGR-02/2022-23. THEIR DOCUMENTS WERE DOWNLOADED FOR FURTHER EVALUATION.,Jitendu Panigrahi,08-May-2023 07:44 AM,,Finance,FINANCIAL BID FOR THE ABOVE WORK WAS OPENED. TOTAL 5 NOS. OF BIDDERS HAVE QUOTED THIER RATE AND THE FINANCIAL CS WAS DOWNLOADED AND PUT UP FOR FINANCIAL EVALUATION.,CHETAK KUMAR NAYAK,08-May-2023 01:12 PM,,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,"GSTIN,PAN,AFFIDAVIT,CONTRACTORS RC,NO RELATION CERTIFICATE,TENDER COST,EMD","CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-B (PACKAGE-2) IN RR COLONY OF LSIP AT DHULUSAR, BALANGIR.","CONSTRUCTION OF TRANSIT ACCOMODATION IN SITU TO BE SUBSEQUENTLY USED FOR ADDITIONAL ACCOMODATION FOR DIFFERENT UTILITIES IN BLOCK-B (PACKAGE-2) IN RR COLONY OF LSIP AT DHULUSAR, BALANGIR.",Please refer Tender documents. ,NA ,"97,34,478",Civil Works - Buildings,NA ,Rate Contract,90.0,30.0,DHULUSAR,767001.0,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR ","OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR ",27-Apr-2023 10:00 AM ,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR",No ,No,20-Apr-2023 09:00 AM,06-May-2023 10:00 AM,20-Apr-2023 10:00 AM,04-May-2023 05:30 PM,20-Apr-2023 10:00 AM ,27-Apr-2023 05:30 PM ,20-Apr-2023 10:00 AM,04-May-2023 05:30 PM,08-May-2023 11:30 AM,1.0,ICICI BANK,"97,345",Yes,fixed,,Nil,Nil,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",LSRRC AND B-01/2023-24,2023_CEEBO_88101_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,SUPERINTENDING ENGINEER,"OFFICE OF THE SE,LSRRC AND B DIV,BALANGIR",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2129646,Mahesh Kumar Agrawal,04-May-2023 09:35 AM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:48 AM,,,,,,,,,,,,AOC,,,.pdf,ANY OTHER DOCS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2129411,PANCHANAN NANDA,04-May-2023 12:10 PM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:48 AM,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2129997,SHANKAR SIDDHARTHA BEHERA,04-May-2023 01:49 PM,Rejected-Finance,lose in the transparent lottery system.,12-May-2023 11:48 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2129965,YASH AGRAWAL,04-May-2023 01:16 PM,Accepted-AOC,won in the lottery system.,13-Jun-2023 01:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
