Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer,O/O Superintending Engineer Kalahandi R and B Division Bhawanipatna,"14,172",Yes,fixed,,Nil,Nil,29-Apr-2023 09:00 AM,06-May-2023 11:00 AM,29-Apr-2023 09:00 AM,05-May-2023 05:00 PM,29-Apr-2023 09:00 AM ,02-May-2023 05:00 PM ,29-Apr-2023 09:00 AM,05-May-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor RC, PAN,GSTIN Affidavit, Other Documents as per DTCN",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Modification of EVM Building FLC (Election) Hall at Bhawanipatna in the District of Kalahandi,Building,Please refer Tender documents. ,NA ,"14,17,194",Civil Works - Buildings,NA ,Tender,90.0,30.0,Bhawanipatna Kalahandi,766001.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division Bhawanipatna,No ,No,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-02/2023-2024,2023_EICCL_88511_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2130265,AKASH AGRAWAL,05-May-2023 02:25 PM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,30-Jun-2023,"INR 1,204,756",30.0,Prakash Kumar Behera,29-Jun-2023 01:04 PM,Evm.pdf (520.00 KB),sUPERINTENDING ENGINEER,Internal,,Prakash Kumar Behera,29-Jun-2023 01:02 PM,finsummary_436145.pdf (520.48 KB),Finance,14 nos bidder are admitted,Sujit Kumar Naik,06-May-2023 11:54 AM,,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,,Prakash Kumar Behera,29-Jun-2023 12:59 PM,techsummary_436145.pdf (520.48 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2023_EICCL_88511_1,BC KLD-02/2023-2024,Modification of EVM Building FLC (Election) Hall at Bhawanipatna in the District of Kalahandi,1.0,2130453.0,Nitesh Kumar Jain,INR,"1,204,756",AOC
,,,,,,,,,,,,,,,,,,.xls,Bill Of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2130273,ANMOL AGRAWAL,04-May-2023 08:51 PM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2129805,BRAMHANANDA BHARADWAJ,05-May-2023 10:38 AM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2130560,Debabrata Mohanty,05-May-2023 03:05 PM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2130456,JAGANATH PADHY,05-May-2023 02:39 PM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2130461,KAILASH MAHARANA,05-May-2023 12:34 PM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2130286,KANHEIYA THAKUR,05-May-2023 02:52 PM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2129989,MOHAMMED SOFEL,04-May-2023 09:23 PM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2130463,MRUTYUNJAYA KHAMARI,05-May-2023 02:45 PM,Rejected-Technical,Unsuccessful,29-Jun-2023 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2130453,Nitesh Kumar Jain,05-May-2023 02:19 PM,Accepted-AOC,sUCCESSFUL,29-Jun-2023 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
