Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"CONTRACTORS LICENSE, PAN,GSTIN,NO RELATION AFFIDAVIT,WORK EXPERIENCE ETC AS PER DTCN","RPWS to different villages under Padmapur,Ramanaguda and Gudari Block in Rayagada District","RPWS to 7 nos. of different village namely Indupur,Karnapadu,Radhu,Sardhapur,Kenduguda under Padmapur Block,Gumuda Laxmipur under Ramanaguda Block and Jalanidhi under Gudari Block in Rayagada District",Please refer Tender documents. ,NA ,"4,49,91,642",Civil Works - Water Works,NA ,Tender,120.0,330.0,Indupur,765025.0,NA ,NA ,NA ,"RWSS DIVISION,RAYAGADA",No ,No,1.0,ICICI BANK,Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Rayagada,02/RWSS/RGD/2022-23,2022_RWSS_79215_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"SUPERINTENDING ENGINEER,RWSS DIVISION,RAYAGADA","RWSS DIVISION, AT-AMBAGUDA,PO-JS CO,DIST-RAYAGADA,PIN-765002",28-Jun-2022 12:00 PM,15-Jul-2022 12:00 PM,28-Jun-2022 12:00 PM,14-Jul-2022 05:00 PM,28-Jun-2022 12:00 PM ,14-Jul-2022 12:00 PM ,28-Jun-2022 12:00 PM,14-Jul-2022 05:00 PM,28-Sep-2022 10:15 AM,0.0,No,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,AOC,1.0,1896538.0,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",INR,"48,127,559",27-Oct-2022,"INR 48,127,559",330.0,Madhusmita Tripathy,30-Jun-2023 09:58 AM,INDUPUR.pdf (746.00 KB),Finance,from the comparative statement it has found that sai vaishnavi enterprises has became the first lowest bidder as it has quoted 10.08 percent excess over the estimated cost,Madhusmita Tripathy,19-Oct-2022 10:10 AM,,BOQ Comparative Chart,Technical,In response to above six bidders have participated in the tender process,Madhusmita Tripathy,27-Sep-2022 05:53 PM,,"ER.JAYNARAYAN SEET,CHIEF ENGINEER",Internal,"ER.CHITTARANJAN JENA,SE,ER.MADHUSMITA TRIPATHY,AEE(ESTR),ER.GUNASAGAR TOPPO,AEE(ESTR),SRI VIKAS DUHAN,DAO,ER.LOKNATH JADAB,AE(ESTR)",Madhusmita Tripathy,19-Oct-2022 10:18 AM,finsummary_403761.pdf (1598.16 KB),Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Rayagada,2022_RWSS_79215_1,02/RWSS/RGD/2022-23,"RPWS to different villages under Padmapur,Ramanaguda and Gudari Block in Rayagada District",1,1895953,KANCHAN BEHERA,13-Jul-2022 12:15 PM,Rejected-Technical,Not Furnished the documents as per DTCN,27-Sep-2022 06:12 PM,"ER.JAYNARAYAN SEET,CHIEF ENGINEER",Internal,"ER.CHITTARANJAN JENA,SE,ER.MADHUSMITA TRIPATHY,AEE(ESTR),ER.GUNASAGAR TOPPO,AEE(ESTR),SRI VIKAS DUHAN, DAO, ER. LOKANATH JADAB, AE(ESTR)",Madhusmita Tripathy,27-Sep-2022 06:12 PM,28-Sep-2022 10:15 AM,techsummary_403761.pdf (1598.16 KB),AOC
2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1896719,M/S MANASA MAA ENGINEERING & AGRICULTURE IMPLEMENTS,14-Jul-2022 04:41 PM,Rejected-Technical,Not Furnished the documents as per DTCN,27-Sep-2022 06:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1896525,M/S SABITA ENTERPRISES,14-Jul-2022 04:28 PM,Rejected-Technical,Not furnished the documents as per DTCN,27-Sep-2022 06:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1896538,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",14-Jul-2022 01:01 PM,Accepted-AOC,1st lowest,30-Jun-2023 09:59 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1896608,SRI ANNAN KUMAR VERMA,14-Jul-2022 02:02 PM,Rejected-AOC,2nd lowest,30-Jun-2023 09:59 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1896727,S.S. ENTERPRISES,14-Jul-2022 04:17 PM,Rejected-Technical,Not furnished the documents as per DTCN,27-Sep-2022 06:12 PM,,,,,,,,AOC
