Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Improvement such as widening and strengthening to Gudiakateni-Hindol road (MDR-19A) from 0/000 km to 29/480 km in the district of Dhenkanal under State Plan,Improvement such as widening and strengthening to Gudiakateni-Hindol road (MDR-19A) from 0/000 km to 29/480 km in the district of Dhenkanal under State Plan,Please refer Tender documents. ,NA ,"48,11,24,961",Civil Works - Roads,NA ,Tender,90.0,790.0,In Dhenkanal Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost, Bid Security Declaration, GSTIN, PAN, RC and Affidavit",13-Jan-2023 11:30 AM,21-Jan-2023 04:30 PM,13-Jan-2023 11:30 AM,21-Jan-2023 04:00 PM,NA ,NA ,13-Jan-2023 11:30 AM,21-Jan-2023 04:00 PM,13-Mar-2023 11:30 AM,"Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"48,11,000",Yes,fixed,,Nil,Nil,EIC-CIVIL,CE-DPI AND R-33/2022-23,2022_EICCL_84248_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Opening of tender,Tara Prasad Mishra,21-Jan-2023 05:37 PM,,EIC-CIVIL,2022_EICCL_84248_13,CE-DPI AND R-33/2022-23,Improvement such as widening and strengthening to Gudiakateni-Hindol road (MDR-19A) from 0/000 km to 29/480 km in the district of Dhenkanal under State Plan,CE DPI and R Odisha,Internal,,Tara Prasad Mishra,02-Jun-2023 05:24 PM,finsummary_424836.pdf (259.31 KB),1.0,2056855.0,Ashirbad Eng & Construction Private Limited,INR,"427,190,853",1.0,2056855.0,Ashirbad Eng & Construction Private Limited,21-Jan-2023 01:20 PM,Accepted-AOC,1st lowest,02-Jun-2023 05:27 PM,02-Jun-2023,"INR 427,190,853",790.0,Tara Prasad Mishra,02-Jun-2023 05:26 PM,Agrt_Gudiakateni_Hindol.pdf (259.00 KB),6P1 of 2023-24,EIC Civil Odisha,Internal,CE DPI and R Odisha Addl CE Roads EE Civil FA,Tara Prasad Mishra,09-Mar-2023 07:45 PM,13-Mar-2023 11:30 AM,techsummary_424836.pdf (1031.60 KB),Finance,Opening of financial bid,Siba Prasad Panigrahy,13-Mar-2023 12:02 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,2057449.0,BKD INFRASTRUCTURE PRIVATE LIMITED,21-Jan-2023 03:28 PM,Rejected-AOC,2nd lowest,02-Jun-2023 05:27 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,2056532.0,C.P.ARORA ENGINEERS CONTRACTORS PVT LTD,20-Jan-2023 06:07 PM,Rejected-Technical,Non-responsive,09-Mar-2023 07:45 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
