Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Command Area Development-CAD (DOWR)||Jt. Director Survey and Planning,JDSP-01/2023-24,2023_CADSP_88509_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Deputy Director,"office of JD, Survey and Planning, OFMRDC Campus, Satyanagar, Bhubaneswar-7, Odisha,","4,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Regd. Cert, GSTIN, PAN card, NRC, EMD,Bid Security Declaration, Affidavit and other Document",Survey and Planning for Command Area Development and water management in Ostali MIP of Block Belapara in Balangir District,Survey and Planning for Command Area Development and water management,Please refer Tender documents. ,NA ,"9,03,275",Civil Works - Others,NA ,Tender,90.0,120.0,Belapara,767026.0,NA ,NA ,NA ,"JD, SP, OFMRDC Campus, Satyanagar, Bhubaneswar-7",No ,No,1.0,ICICI BANK,"9,100",Yes,fixed,,Nil,Nil,01-May-2023 11:00 AM,11-May-2023 11:00 AM,01-May-2023 11:00 AM,10-May-2023 05:00 PM,01-May-2023 11:00 AM ,06-May-2023 05:00 PM ,01-May-2023 11:00 AM,10-May-2023 05:00 PM,AOC,Command Area Development-CAD (DOWR)||Jt. Director Survey and Planning,2023_CADSP_88509_28,JDSP-01/2023-24,Survey and Planning for Command Area Development and water management in Ostali MIP of Block Belapara in Balangir District,Sri Tarini Chandra Sethy JD,Internal,Sri M R Behera DD Sri B R Sethy DD Sri P K Mohapatra DD Sri S K Panda AEE,Himanshu Sekhar Behera,22-May-2023 07:41 PM,finsummary_436296.pdf (433.94 KB),Finance,6 (Six) Nos. of Bidders have participated.,Rajendra Kumar Behera,11-May-2023 03:26 PM,,BOQ Comparative Chart,1.0,2131474.0,Sujal Associates,INR,"767,874",01-Jun-2023,"INR 767,874",120.0,Himanshu Sekhar Behera,22-Jun-2023 10:48 AM,28Ostali.pdf (1392.00 KB),Through transparent lottery system.,1,2135103,ASIAN GEOTECH RESEARCH SERVICES,10-May-2023 01:09 PM,Rejected-AOC,Through transparent lottery system.,22-Jun-2023 10:49 AM,Sri Tarini Chandra Sethy,Internal,Sri M R Behera DD Sri B R Sethy DD Sri P K Mohapatra DD Sri S K Panda AEE,Manoranjan Behera,20-May-2023 07:16 PM,techsummary_436296.pdf (139.35 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2135189,D N CONSULTANT,10-May-2023 10:32 AM,Rejected-AOC,Through transparent lottery system.,22-Jun-2023 10:49 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2131912,M/s M K CONSULTANCY,09-May-2023 03:01 PM,Rejected-AOC,Through transparent lottery system.,22-Jun-2023 10:49 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2135287,NIRAJ BHARAT VANKUDRE,10-May-2023 04:52 PM,Rejected-Technical,Due to non- fulfilling of criteria as per DTCN,20-May-2023 07:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2131474,Sujal Associates,06-May-2023 11:32 AM,Accepted-AOC,Through transparent lottery system.,22-Jun-2023 10:49 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2128514,Water Power Consultants india Pvt Ltd,10-May-2023 08:16 AM,Rejected-AOC,Through transparent lottery system.,22-Jun-2023 10:49 AM,,,,,,,AOC
