Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, RC, GST, PAN, Affidavit, Other documents as per DTCN",1.0,ICICI BANK,Improvement to 15th distributry in between RD 10000m to 10200m of Rushikulya Irrigation System.,Improvement to 15th distributry,Please refer Tender documents. ,NA ,"7,78,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Division, Berhampur",No ,No,18-Apr-2023 10:00 AM,28-Apr-2023 11:00 AM,18-Apr-2023 10:00 AM,27-Apr-2023 05:30 PM,18-Apr-2023 10:00 AM ,24-Apr-2023 05:30 PM ,18-Apr-2023 10:00 AM,27-Apr-2023 05:30 PM,"4,000",0.0,Nil,Nil,No,"S.E., Berhampur Irrigation Division, Berhampur","S.E., Berhampur Irrigation Division, Courtpeta, Berhampur","8,000",Yes,fixed,,Nil,Nil,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",e-BEID-01/2023-24,2023_CEBMB_88014_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",2023_CEBMB_88014_39,e-BEID-01/2023-24,Improvement to 15th distributry in between RD 10000m to 10200m of Rushikulya Irrigation System.,Jayadeep Panda,Internal,,Jayadeep Panda,27-Jun-2023 12:42 PM,finsummary_434684.pdf (71.73 KB),Finance,Eleven Bids Downloaded Successfully,Nalin Kumar Patnaik,28-Apr-2023 02:53 PM,,BOQ Comparative Chart,1.0,2122928.0,Rajendra Sahu,INR,"661,441",1,2123586,ABHIRAM PRADHAN,27-Apr-2023 12:09 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,30-Jun-2023,"INR 661,441",180.0,Jayadeep Panda,30-Jun-2023 11:14 AM,AOC-39.pdf (129.00 KB),Jayadeep Panda,Internal,,Jayadeep Panda,26-Jun-2023 08:45 PM,techsummary_434684.pdf (71.73 KB),AOC
,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2124828,AJIT KUMAR SAHU,27-Apr-2023 04:58 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2124161,Biduta Acharya,27-Apr-2023 12:48 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2124045,DEEPAK KUMAR BEHERA,27-Apr-2023 10:00 AM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2124290,GOPAL PRADHAN,27-Apr-2023 12:27 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2124536,M SURESH REDDY,27-Apr-2023 02:06 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2122928,Rajendra Sahu,26-Apr-2023 09:59 PM,Accepted-AOC,Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2123369,Smt. Sunita Behera,26-Apr-2023 05:32 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2123613,SUDHANSU MOHAN PANDA,26-Apr-2023 07:52 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2120423,SURESH CHANDRA PANDA,23-Apr-2023 10:25 PM,Rejected-AOC,Not Successful in Lottery,30-Jun-2023 11:15 AM,,,,,,,,,,,,,AOC
