Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"10,000",0.0,Nil,Nil,No,"3,62,754",Yes,percentage,1.0%,Nil,Nil,23-Jan-2023 09:00 AM,07-Feb-2023 09:00 AM,23-Jan-2023 09:00 AM,06-Feb-2023 05:00 PM,23-Jan-2023 09:00 AM ,04-Feb-2023 05:00 PM ,23-Jan-2023 09:00 AM,06-Feb-2023 05:00 PM,03-Mar-2023 10:00 AM,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-26 Of 2022-23,2023_CERWI_85490_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"EMD,REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVITSetc.","C.C.E.,R.W. Circle ,Sundargarh","Office of the C.C.E.,R.W. Circle ,Sundargarh",Construction of Bridge over Samij Nallah at 4.50 Km on Jamudihi Swayamba road.,Construction of Bridge over Samij Nallah at 4.50 Km on Jamudihi Swayamba road.,Please refer Tender documents. ,NA ,"3,62,75,449",Civil Works - Bridges,NA ,Tender,90.0,330.0,Rourkela,769004.0,NA ,NA ,NA ,"Office of the C.C.E.,R.W. Circle ,Sundargarh",No ,No,1.0,ICICI BANK,AOC,Technical,5 Nos. of Bidders,Biswanath Sethy,07-Feb-2023 11:17 AM,,1,2070038,DUSMANTA KUMAR PRADHAN,04-Feb-2023 03:49 PM,Rejected-Finance,Unsuccessful bidder,22-Jun-2023 01:20 PM,Finance,05nos of valid tenderers,Biswanath Sethy,03-Mar-2023 12:39 PM,,BOQ Comparative Chart,22-Jun-2023,"INR 36,275,449.21",330.0,Biswanath Sethy,22-Jun-2023 01:24 PM,2545.pdf (739.00 KB),B.Sethy,Internal,,Biswanath Sethy,22-Jun-2023 01:20 PM,finsummary_426187.pdf (24.50 KB),B.Sethy,Internal,,Biswanath Sethy,02-Mar-2023 11:43 AM,03-Mar-2023 10:00 AM,techsummary_426187.pdf (187.54 KB),1.0,2072303.0,MANAS KUMAR ACHARYA,INR,"30,837,759.38",CE RW I||RW-CIRCLE-SUNDARGARH,2023_CERWI_85490_1,RWCCESNG-26 Of 2022-23,Construction of Bridge over Samij Nallah at 4.50 Km on Jamudihi Swayamba road.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ANNUAL TURNOVER,WORK IN HAND,WORK EXPERIENCE,MACHINARIES AND OTHER DOCUMENTS AS PER DTCN",,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,2,2070525,MAA BASULEI CONSTRUCTION,06-Feb-2023 12:51 PM,Rejected-Finance,Unsuccessful bidder,22-Jun-2023 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,2072303,MANAS KUMAR ACHARYA,06-Feb-2023 04:44 PM,Accepted-AOC,Successful bidder,22-Jun-2023 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,2070203,MANOJ KUMAR JAISWAL,04-Feb-2023 07:22 PM,Rejected-Finance,Unsuccessful bidder,22-Jun-2023 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,2070510,Ruhya Singh,06-Feb-2023 01:49 PM,Rejected-Finance,Unsuccessful bidder,22-Jun-2023 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
