S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,15-Apr-2023 10:00 AM,21-Apr-2023 11:00 AM,15-Apr-2023 10:00 AM,20-Apr-2023 05:00 PM,15-Apr-2023 10:00 AM ,19-Apr-2023 05:00 PM ,15-Apr-2023 10:00 AM,20-Apr-2023 05:00 PM,18-May-2023 01:15 PM,Pkg17,"Revival and Restoration of Lift Irrigation projects on Turnkey Basis at Kabirpur-I TW, Kabirpur-II TW and Sapneswarpur(kfw) TW under Jajpur Block in Jajpur District.",Please refer to the DTCN Documents ,NA ,"32,98,734",Civil Works - Lift Irrigation Schemes,Electrical Works ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/o Executive Engineer,L.I.Division, Jajpur Road",No ,No,"Executive Engineer,L.I.Division, Jajpur Road","Executive Engineer,L.I.Division, Jajpur Road","6,000",0.0,Nil,Nil,No,1.0,Revised in class of Contractor,Other,,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,GSTChallan,3B,Affidavit,JV","32,987",Yes,percentage,1.0%,Nil,Nil,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",4_2022_23_31_03_2023,2023_OLIC_87860_17,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Opened Successfully,Pradeep Kumar Swain,18-May-2023 04:45 PM,finance_434073.pdf,BOQ Comparative Chart,Technical,Opened Successfully,Pradeep Kumar Swain,22-Apr-2023 01:11 PM,technical_434073.pdf,1,2117668,ARJUN CHARAN PRUSTY,20-Apr-2023 11:20 AM,Rejected-AOC,Loss the Lottery,28-Jun-2023 09:49 PM,28-Jun-2023,"INR 3,309,020",90.0,ARUNA KUMAR SAHU,28-Jun-2023 09:47 PM,PKG-17.pdf (783.00 KB),"Execute the Revival and Restoration of Kabirpur I Tw, Kabirpur II TW and Sapneswarpur KFW TW under Jajpur Block",Aruna Kumar Sahu,Internal,Pradeep Kumar Swain and Laxmi Narayan Das.,ARUNA KUMAR SAHU,27-Jun-2023 06:46 PM,finsummary_434073.pdf (640.85 KB),Aruna Kumar Sahu,Internal,Pradeep Kumar Swain and Laxmi Narayan Das.,ARUNA KUMAR SAHU,18-May-2023 12:57 PM,18-May-2023 01:15 PM,techsummary_434073.pdf (32.77 KB),1.0,2117401.0,DILLIP KUMAR ROUT,INR,"3,309,020","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2023_OLIC_87860_17,4_2022_23_31_03_2023,Pkg17,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN Documents,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2117449,ASIT KUMAR SAHANI,20-Apr-2023 10:58 AM,Rejected-AOC,Loss the Lottery,28-Jun-2023 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2117701,BALARAM SENAPATI,20-Apr-2023 11:47 AM,Rejected-Technical,Disqualified due to exceeding Bidding capacity without Solvency certificate.,18-May-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2117528,BHARAT KUMAR SAHOO,20-Apr-2023 08:45 AM,Rejected-AOC,Loss the Lottery,28-Jun-2023 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2117401,DILLIP KUMAR ROUT,19-Apr-2023 10:06 PM,Accepted-AOC,Won the Lottery,28-Jun-2023 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2117584,ICON BUILDERS,20-Apr-2023 09:17 AM,Rejected-AOC,Loss the Lottery,28-Jun-2023 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2117547,MANOJAMANJARI SAHOO,20-Apr-2023 10:06 AM,Rejected-AOC,Loss the Lottery,28-Jun-2023 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2117416,M/S LAXMI NRUSINGHA CONSTRUCTION AND POWER,19-Apr-2023 09:48 PM,Rejected-AOC,Loss the Lottery,28-Jun-2023 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2117824,ODISHA ELECTRICAL AND CONSTRUCTIONS.,20-Apr-2023 02:30 PM,Rejected-AOC,Loss the Lottery,28-Jun-2023 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2118118,RAJESH KUMAR SAHU,20-Apr-2023 04:57 PM,Rejected-AOC,Loss the Lottery,28-Jun-2023 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
