Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Chief Finance Officer,"VIKASH BHAVAN, NAYAPALLI, BHUBANESWAR","59,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,"Tender Fee EMD and valid PAN,licence copy GST Registration Certificate,other documents as per DTCN",Onder Bridge toll gate on Bangamunda Chand Tora road.,Onder Bridge toll gate on Bangamunda Chand Tora road.,PLEASE REFER TO TENDER DOCUMENTS. ,NA ,"66,89,789",Toll Gate,NA ,Tender,90.0,365.0,Bangamunda,767040.0,NA ,NA ,NA ,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",No ,No,"3,34,489",No,fixed,,Nil,Nil,Orissa Bridge and Construction Corporation Ltd,NO. 06/TOLL/OBCC/2023-24,2023_OBCC_88066_5,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,19-Apr-2023 05:30 PM,04-May-2023 12:30 PM,19-Apr-2023 05:30 PM,04-May-2023 11:30 AM,NA ,NA ,19-Apr-2023 05:30 PM,04-May-2023 11:30 AM,11-May-2023 11:30 AM,1,ICICI BANK,AOC,1.0,2122879.0,Nruparaj Pradhan,INR,"6,701,789",Finance,Single Bidder participate,Siba Sankar Patra,11-May-2023 12:57 PM,,BOQ Comparative Chart,30-Jun-2023,"INR 6,701,789",365.0,Siba Sankar Patra,30-Jun-2023 03:29 PM,onder.pdf (185.00 KB),Agreement executed,Technical,Single bidder participate,Atulya Kumar Champatiray,04-May-2023 01:25 PM,,Chief Finance Officer,Internal,CFO Legal Associate Manager Finance,Siba Sankar Patra,30-Jun-2023 03:27 PM,finsummary_434769.pdf (184.05 KB),Orissa Bridge and Construction Corporation Ltd,2023_OBCC_88066_5,NO. 06/TOLL/OBCC/2023-24,Onder Bridge toll gate on Bangamunda Chand Tora road.,1.0,2122879.0,Nruparaj Pradhan,04-May-2023 11:28 AM,Accepted-AOC,Agreement executed,30-Jun-2023 03:29 PM,"Chief General Manager,P and A",Internal,CFO Legal Associate Manager Finance,Siba Sankar Patra,10-May-2023 12:15 PM,11-May-2023 11:30 AM,techsummary_434769.pdf (226.46 KB),AOC
,,,,,,,2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
