S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2111404.0,SRIKANTA SAMANTARAY,INR,"4,891,646",Finance,2 bids opened successfully,Goutam Chandra Das,11-Apr-2023 01:43 PM,finance_431740.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,08-Jun-2023 12:52 PM,finsummary_431740.pdf (109.13 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_87126_22,BMC-EE-DD-11/2022-23 dtd.20.03.2023,"Repairing to drain and construction of RCC Precast slabs to open drain in Anant Vihar Phase-2, Kalunanda Nagar and AG colony in ward no-62",Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,08-Jun-2023 12:44 PM,techsummary_431740.pdf (109.13 KB),08-Jun-2023,"INR 4,891,646",90.0,Goutam Chandra Das,08-Jun-2023 12:58 PM,WO-70.23.pdf (323.00 KB),1,2111521,PITABASH ROUT,10-Apr-2023 01:59 PM,Rejected-Finance,other than 1st lowest,08-Jun-2023 12:52 PM,AOC,"39,669",Yes,percentage,1.0%,Nil,Nil,23-Mar-2023 10:30 AM,11-Apr-2023 11:00 AM,23-Mar-2023 10:30 AM,10-Apr-2023 05:00 PM,NA ,NA ,23-Mar-2023 10:30 AM,10-Apr-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan Copy of all document,1,ICICI BANK,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-11/2022-23 dtd.20.03.2023,2023_ORULB_87126_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Repairing to drain and construction of RCC Precast slabs to open drain in Anant Vihar Phase-2, Kalunanda Nagar and AG colony in ward no-62","Repairing to drain and construction of RCC Precast slabs to open drain in Anant Vihar Phase-2, Kalunanda Nagar and AG colony in ward no-62",As per DTCN ,NA ,"39,66,949",Civil Works - Others,NA ,Tender,120.0,90.0,BMC Limited Area,751007.0,NA ,NA ,NA ,"Drainage Division, BMC",No ,No,Superintending Engineer,"Superintending Engineer, Drainage Division, BMC","6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2111404,SRIKANTA SAMANTARAY,10-Apr-2023 02:06 PM,Accepted-AOC,1st lowest,08-Jun-2023 12:59 PM,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
