Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
External Electrification to the Pump House near OHT at village Belmunda for RPWS to village Belmunda under Padampur Block,External Electrification to the Pump House near OHT at village Belmunda for RPWS to village Belmunda under Padampur Block,Please refer Tender Documents ,NA ,,Electrical Works,Electrification to Pump House ,Tender,90.0,90.0,village Belmunda under Padampur Block,768028.0,"O/O SE RWSS Division,Bargarh ","O/O SE RWSS Division,Bargarh ",22-Feb-2023 11:00 AM ,"O/O SE RWSS Division,Bargarh",No ,No,1.0,Ist.Corigendum,Date,,1.0,ICICI BANK,16-Feb-2023 10:00 AM,04-Mar-2023 11:00 AM,16-Feb-2023 10:00 AM,03-Mar-2023 05:00 PM,16-Feb-2023 10:00 AM ,03-Mar-2023 05:00 PM ,16-Feb-2023 10:00 AM,03-Mar-2023 05:00 PM,"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",09 of 2022-23,2023_RWSS_86245_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"EE RWSS Division,Bargarh","O/O SE RWSS Division,Bargarh","4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD,VAT,GSTIN,Experience Certificate,Registration Certificate etc.","5,300",No,fixed,,Nil,Nil,AOC,19-May-2023,"INR 449,330",90.0,Biswanath Meher,12-Jun-2023 11:14 AM,AOC_Belmunda.pdf (727.00 KB),Er. Debananda Babu was awarded the work with agreement value of Rs. 449330.00,1.0,2093999.0,DEBANANDA BABU,INR,"449,330","Er. Arun Kumar Barik,EE",Internal,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,13-Apr-2023 06:47 PM,finsummary_428783.pdf (692.69 KB),"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",2023_RWSS_86245_8,09 of 2022-23,External Electrification to the Pump House near OHT at village Belmunda for RPWS to village Belmunda under Padampur Block,Finance,Five nos. of bidders participated 1) M/s. Mahalaxmi Electricals and Associates 2) LECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE 3) M/S MARUTI ELECTRICALS 4) HIMANSU PANDA 5) DEBANANDA BABU,Biswanath Meher,13-Apr-2023 06:41 PM,finance_428783.pdf,BOQ Comparative Chart,1,2093999,DEBANANDA BABU,02-Mar-2023 12:34 PM,Accepted-AOC,Ist.lowest(lottery),12-Jun-2023 11:16 AM,"Er. Arun Kumar Barik,EE",Internal,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,13-Apr-2023 06:44 PM,techsummary_428783.pdf (692.69 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2089629,ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE,02-Mar-2023 10:25 AM,Rejected-AOC,Ist.lowest,12-Jun-2023 11:16 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2091531,HIMANSU PANDA,03-Mar-2023 10:49 AM,Rejected-AOC,Ist.lowest,12-Jun-2023 11:16 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2089588,M/s. Mahalaxmi Electricals and Associates,27-Feb-2023 02:00 PM,Rejected-AOC,2nd lowest,12-Jun-2023 11:16 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2090459,M/S MARUTI ELECTRICALS,27-Feb-2023 10:25 AM,Rejected-AOC,Ist.lowest,12-Jun-2023 11:16 AM,,,,,,,AOC
