S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"6,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,TENDER ONLINE 01 SUKINDA OF 2023-24,2023_PRSKI_88381_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Playground Development at Bairimal,Works,Please refer Tender documents. ,NA ,"22,98,496",Civil Works - Others,NA ,Tender,90.0,240.0,PANCHAYAT SAMITI SUKINDA,755018.0,NA ,NA ,NA ,PANCHAYAT SAMITI SUKINDA,No ,No,BLOCK DEVELOPMENT OFFICER SUKINDA,"PANCHAYAT SAMITI, SUKINDA DIST- JAJPUR PS-SUKINDA PIN-755018","23,000",Yes,fixed,,Nil,Nil,25-Apr-2023 05:00 PM,08-May-2023 11:30 AM,25-Apr-2023 05:00 PM,06-May-2023 05:00 PM,25-Apr-2023 05:00 PM ,04-May-2023 05:00 PM ,25-Apr-2023 05:00 PM,06-May-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN,AFFIDAVIT, ONLINE CHALLAN OF TENDER COST, EMD AND OTHER DOCUMENT AS PER DTCN",AOC,1,2132008,CHITTA RANJAN MUDULI,06-May-2023 04:38 PM,Rejected-AOC,Disqualified through lottery,30-Jun-2023 03:15 PM,30-Jun-2023,"INR 1,953,952",240.0,NAMRATA MODI,30-Jun-2023 03:15 PM,PlaygrounddevelopmenBairimalSusantaKumarMallik.pdf (414.00 KB),BDO SUKINDA,Internal,,NIRAKAR MOHAKUD,27-Jun-2023 06:13 PM,techsummary_435771.pdf (1093.87 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,2023_PRSKI_88381_22,TENDER ONLINE 01 SUKINDA OF 2023-24,Playground Development at Bairimal,BDO SUKINDA,Internal,,NIRAKAR MOHAKUD,30-Jun-2023 12:24 PM,finsummary_435771.pdf (1093.87 KB),Finance,All documents admitted,NAMRATA MODI,26-Jun-2023 07:09 PM,finance_435771.pdf,BOQ Comparative Chart,1.0,2130911.0,SUSANTA KUMAR MALLIK,INR,"1,953,952",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,2131960,JAGANNATH NAYAK,06-May-2023 04:18 PM,Rejected-AOC,Disqualified through lottery,30-Jun-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2129547,MRUTYUNJAY MOHANTY,03-May-2023 09:40 PM,Rejected-AOC,Disqualified through lottery,30-Jun-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2130628,NARA NARAYAN PARIDA,05-May-2023 12:25 PM,Rejected-AOC,Disqualified through lottery,30-Jun-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2131170,SAMBIT KUMAR BEHURA,06-May-2023 09:14 AM,Rejected-AOC,Disqualified through lottery,30-Jun-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2131192,SAROJ KANTA BEJ,06-May-2023 09:00 AM,Rejected-AOC,Disqualified through lottery,30-Jun-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2130911,SUSANTA KUMAR MALLIK,05-May-2023 04:28 PM,Accepted-AOC,Tender awarded through lottery,30-Jun-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
