Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"4,000",0.0,Nil,Nil,No,1,ICICI BANK,"Improvement to Civil work to Principal Quarter 1 No and staff quarter 6 Nos at ITI, Chatrapur",Building work,Please refer Tender documents. ,NA ,"9,36,986",Civil Works - Buildings,NA ,Tender,90.0,90.0,Chatrapur,760008.0,NA ,NA ,NA ,O/o the S.E. Ganjam RandB Division No.II Berhampur,No ,No,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SC RandB GM-II-44/2022-23,2023_EICCL_85853_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Cost of tender paper EMD GSTIN PAN Affidavit and other documents as per DTCN,04-Feb-2023 02:00 PM,15-Feb-2023 11:30 AM,04-Feb-2023 02:00 PM,14-Feb-2023 04:00 PM,04-Feb-2023 02:00 PM ,08-Feb-2023 04:00 PM ,04-Feb-2023 02:00 PM,14-Feb-2023 04:00 PM,"9,400",Yes,fixed,,Nil,Nil,Superintending Engineer,O/o the S.E. Ganjam RandB Division No.II Hillpatna Berhampur-5,AOC,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2023_EICCL_85853_3,SC RandB GM-II-44/2022-23,"Improvement to Civil work to Principal Quarter 1 No and staff quarter 6 Nos at ITI, Chatrapur",1.0,2077842.0,Biduta Acharya,INR,"796,531",Superintending Engineer,Internal,DAO and Estimator,Tapan Kumar Panigrahi,24-Jun-2023 11:50 AM,techsummary_427261.pdf (296.01 KB),24-Jun-2023,"INR 936,985",90.0,Tapan Kumar Panigrahi,24-Jun-2023 11:55 AM,02.pdf (90.00 KB),Work awarded to Bidyut Acharya,Superintending Engineer,Internal,DAO and Estimator,Tapan Kumar Panigrahi,24-Jun-2023 11:53 AM,finsummary_427261.pdf (296.01 KB),Finance,Two nos of bidder participated and under scrutiny.,Tapan Kumar Panigrahi,22-Feb-2023 11:43 AM,finance_427261.pdf,BOQ Comparative Chart,1,2077842,Biduta Acharya,13-Feb-2023 07:37 PM,Accepted-AOC,Work awarded,24-Jun-2023 11:56 AM,AOC
,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2078159,SASMITA SABAT,14-Feb-2023 09:21 AM,Rejected-AOC,Not won in the lottery,24-Jun-2023 11:56 AM,AOC
