Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,12-Jun-2023 01:33 PM,techsummary_431700.pdf (109.90 KB),1.0,2111754.0,RANJIT KUMAR DAS,INR,"1,478,156",Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_87126_3,BMC-EE-DD-11/2022-23 dtd.20.03.2023,Providing RCC cover slabs to open drains at different vulnerable location in ward no-6,1,2111788,RAJIV KUMAR JENA,10-Apr-2023 04:49 PM,Rejected-Finance,other than 1st lowest,12-Jun-2023 01:44 PM,12-Jun-2023,"INR 1,478,156",90.0,Goutam Chandra Das,12-Jun-2023 02:23 PM,WO-106.23.pdf (294.00 KB),Finance,2 bids opened successfully,Goutam Chandra Das,11-Apr-2023 12:07 PM,finance_431700.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,12-Jun-2023 01:44 PM,finsummary_431700.pdf (109.90 KB),AOC,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-11/2022-23 dtd.20.03.2023,2023_ORULB_87126_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Providing RCC cover slabs to open drains at different vulnerable location in ward no-6,Providing RCC cover slabs to open drains at different vulnerable location in ward no-6,As per DTCN ,NA ,"12,05,654",Civil Works - Others,NA ,Tender,120.0,90.0,BMC Limited Area,751007.0,NA ,NA ,NA ,"Drainage Division, BMC",No ,No,"6,000",0.0,Nil,Nil,No,23-Mar-2023 10:30 AM,11-Apr-2023 11:00 AM,23-Mar-2023 10:30 AM,10-Apr-2023 05:00 PM,NA ,NA ,23-Mar-2023 10:30 AM,10-Apr-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan Copy of all document,1,ICICI BANK,"12,057",Yes,percentage,1.0%,Nil,Nil,Superintending Engineer,"Superintending Engineer, Drainage Division, BMC",AOC
,,,,,,,,,,,,,,,2,2111754,RANJIT KUMAR DAS,10-Apr-2023 04:30 PM,Accepted-AOC,1st lowest,12-Jun-2023 02:23 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,AOC
