Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
BDO,Internal,AEEABDOCUMAOJESO,AMULYA KUMAR BAHINIPATI,31-Mar-2023 03:57 PM,techsummary_431152.pdf (4521.81 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BEGUNIA Block,2023_PRBGN_86923_1,03/BPS/2022-23,Const of sub center building at botalama,1.0,2105051.0,BICHITRA KUMAR SUBUDHI,INR,"3,045,645",1,2105051,BICHITRA KUMAR SUBUDHI,27-Mar-2023 05:57 PM,Accepted-AOC,L1 BIDDER,17-Jun-2023 04:03 PM,02-May-2023,"INR 3,045,645",180.0,LAXMIDHAR SAHOO,17-Jun-2023 04:02 PM,botalama.pdf (502.00 KB),AOC,Finance,2 BIDDING,LAXMIDHAR SAHOO,31-Mar-2023 02:29 PM,finance_431152.pdf,BOQ Comparative Chart,BDO BEGUNIA,Internal,"BDO, AEE, SO, JE, AO",LAXMIDHAR SAHOO,03-Apr-2023 05:36 PM,finsummary_431152.pdf (998.40 KB),AOC,15-Mar-2023 11:00 AM,29-Mar-2023 11:00 AM,15-Mar-2023 11:05 AM,28-Mar-2023 05:00 PM,NA ,NA ,15-Mar-2023 11:05 AM,28-Mar-2023 05:00 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BEGUNIA Block,03/BPS/2022-23,2023_PRBGN_86923_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"32,056",No,percentage,1.0%,Nil,Nil,"6,000",Nil,Nil,No,BDO Begunia Block,BDO Begunia Block,Const of sub center building at botalama,Const of sub center building at botalama,Please refer Tender documents. ,NA ,"32,05,605",Civil Works - Buildings,NA ,Tender,90.0,180.0,Botalama,752038.0,NA ,NA ,NA ,Begunia Block,No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, GST, PAN, Affidavit, no relation, EMD, Plant and machinery, and others doc as per DTCN.",AOC
,,,,,,,,,,,,,,,2,2103674,M/s AKSHAYA KUMAR PARIDA,28-Mar-2023 12:44 PM,Rejected-AOC,REJECTED,17-Jun-2023 04:03 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,AOC
