Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"Er. B.Panigrahi, SE",Internal,"Er.R.R.Mohanty, AEE (Estr), Sri B.K.Padhan, Divisional Accountant",BISWAJIT PANIGRAHI,06-Jun-2023 11:59 AM,techsummary_437593.pdf (98.05 KB),1.0,2142630.0,NALINI SAHU,INR,"679,796","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Rukura Irrigation Division , Panposh",2023_CEBBU_88924_3,CDT-02 of 2023-24,Construction of Protection wall within RD 700.0 m to RD 1000.0 m of WCR offtaking at RD 844.0 m of Tora Minor.,1,2142630,NALINI SAHU,20-May-2023 12:07 PM,Accepted-AOC,Work Order,16-Jun-2023 12:54 PM,Finance,All bids opened,BISWAJIT PANIGRAHI,24-May-2023 10:14 AM,finance_437593.pdf,BOQ Comparative Chart,"Er. B.Panigrahi, SE",Internal,"Er.R.R.Mohanty, AEE (Estr), Sri B.K.Padhan, Divisional Accountant",BISWAJIT PANIGRAHI,06-Jun-2023 12:10 PM,finsummary_437593.pdf (106.04 KB),09-Jun-2023,"INR 799,666",30.0,BISWAJIT PANIGRAHI,16-Jun-2023 12:54 PM,2-3.pdf (114.00 KB),Work Order,AOC,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid R.C, PAN, GSTIN, Affidavits, No Relation Certificate and other documents as per DTCN",1.0,ICICI BANK,"8,000",Yes,fixed,,Nil,Nil,Construction of Protection wall within RD 700.0 m to RD 1000.0 m of WCR offtaking at RD 844.0 m of Tora Minor.,Improvement of canal,Please refer Tender documents. ,NA ,"7,99,666",Civil Works - Canal,NA ,Tender,90.0,30.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the S.E., Bargarh Irrigation Division, Bargarh",No ,No,12-May-2023 01:00 PM,23-May-2023 10:00 AM,12-May-2023 01:00 PM,22-May-2023 05:00 PM,12-May-2023 01:00 PM ,20-May-2023 01:00 PM ,12-May-2023 01:00 PM,22-May-2023 05:00 PM,"S.E., Bargarh Irrigation Division, Bargarh","O/o the S.E., Bargarh Irrigation Division, Bargarh","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Rukura Irrigation Division , Panposh",CDT-02 of 2023-24,2023_CEBBU_88924_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,2143758,RASHMIRANJAN MUDULI,22-May-2023 04:26 PM,Rejected-Finance,Rejected in the transparent lottery system,06-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2143297,SURENDRANATH PATTNAIK,21-May-2023 11:35 AM,Rejected-Finance,Rejected in the transparent lottery system,06-Jun-2023 12:10 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
