Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Ashok Kumar Giri,Internal,K Behera S Mohapatra S Satapathy,Manoranjan Biswal,06-May-2023 11:39 AM,08-May-2023 10:00 AM,techsummary_433795.pdf (425.15 KB),1.0,2118893.0,Sunil Samal,INR,"19,592,076",EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2023_EICCL_87796_1,40 of 2022-2023,Repair and Renovation of SDH Kamakhyanagar under Ist. Phase 5 T Transformation Ama Hospitaln initiative in the District of Dhenkanal for the year 2022-2023.,1,2120028,AMRIT PRADHAN,23-Apr-2023 10:19 PM,Rejected-Finance,Rejected,07-Jun-2023 10:38 AM,Technical,7 Nos bidders found,Manoranjan Biswal,26-Apr-2023 08:28 PM,,Finance,Total 6 (Six) bids are admitted,Manoranjan Biswal,08-May-2023 11:24 AM,finance_433795.pdf,BOQ Comparative Chart,Er. M.R.Biswal,Internal,Closed,Manoranjan Biswal,07-Jun-2023 10:38 AM,finsummary_433795.pdf (47.12 KB),07-Jun-2023,"INR 19,592,077",120.0,Manoranjan Biswal,07-Jun-2023 10:40 AM,COMMITTEE.pdf (47.00 KB),Closed,AOC,1.0,ICICI BANK,Repair and Renovation of SDH Kamakhyanagar under Ist. Phase 5 T Transformation Ama Hospitaln initiative in the District of Dhenkanal for the year 2022-2023.,Repair and Renovation of SDH Kamakhyanagar under Ist. Phase 5 T Transformation Ama Hospitaln initiative in the District of Dhenkanal for the year 2022-2023.,Please refer Tender documents. ,NA ,"2,58,00,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division,No ,No,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,40 of 2022-2023,2023_EICCL_87796_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SE Dhenkanal R and B Division,SE Dhenkanal (R and B) Division,1.0,Change in EMD,Fee,,"10,000",0.0,Nil,Nil,No,"2,31,000",Yes,fixed,,Nil,Nil,12-Apr-2023 10:00 AM,26-Apr-2023 11:00 AM,12-Apr-2023 10:00 AM,25-Apr-2023 05:00 PM,NA ,NA ,12-Apr-2023 10:00 AM,25-Apr-2023 05:00 PM,08-May-2023 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,AOC
,,,,,,,,,,,,,,,,2,2122175,ASHOK KUMAR SATPATHY,25-Apr-2023 04:30 PM,Rejected-Finance,Rejected,07-Jun-2023 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,change in DTCN,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,3,2122225,ASUTOSH SAHOO,25-Apr-2023 04:40 PM,Rejected-Finance,Rejected,07-Jun-2023 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,,,,,4,2120435,JAYACHANDRA PRADHAN,23-Apr-2023 10:38 PM,Rejected-Finance,Rejected,07-Jun-2023 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2122110,SARTHAK DASH,25-Apr-2023 03:24 PM,Rejected-Technical,"Disqualified, as per the clause No. 7 and 112 E of DTCN",06-May-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2122081,SRI BISWAJIT SETHI,25-Apr-2023 02:27 PM,Rejected-Finance,Rejected,07-Jun-2023 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,2118893,Sunil Samal,21-Apr-2023 07:29 PM,Accepted-AOC,Submitted,07-Jun-2023 10:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
