Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,ok,SAMPAD KUMAR SWAIN,20-Jan-2023 06:56 PM,,BOQ Comparative Chart,1.0,2045276.0,RUDRA NARAYAN DAS,INR,"1,751,979.82",Municipal Bodies||Pattamundai Municipality,2022_ORULB_84790_68,PM-06/2022-23,Construction of C.C Road at Municipality Road to Thakurapatana Jaganath Mandir and Construction of Paver Block Road and R.C.C Drain at Nirakar Mallik House to Gopal Mallik House In Ward No- 20,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,03-Jun-2023 04:48 PM,finsummary_423735.pdf (349.98 KB),HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,03-Jun-2023 04:45 PM,techsummary_423735.pdf (328.56 KB),03-Jun-2023,"INR 1,751,979.82",120.0,Sushil Kumar Behera,03-Jun-2023 04:50 PM,AOCDETAILS.pdf (365.00 KB),QUOTED LOWESTE RATE,1,2045241,ARUPA KUMAR PARIDA,08-Jan-2023 07:30 PM,Rejected-Finance,QUOTED SHEDUL RATE,03-Jun-2023 04:48 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT, NRC, INFORMATION REGARDING CURRENT LITIGATION, AFFIDAVIT ETC",Municipal Bodies||Pattamundai Municipality,PM-06/2022-23,2022_ORULB_84790_68,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,"6,000",0.0,Nil,Nil,No,Construction of C.C Road at Municipality Road to Thakurapatana Jaganath Mandir and Construction of Paver Block Road and R.C.C Drain at Nirakar Mallik House to Gopal Mallik House In Ward No- 20,Construction of C.C Road at Municipality Road to Thakurapatana Jaganath Mandir and Construction of Paver Block Road and R.C.C Drain at Nirakar Mallik House to Gopal Mallik House In Ward No- 20,Please refer Tender documents. ,NA ,"17,52,000",Civil Works - Roads,NA ,Tender,90.0,120.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,OFFICE OF THE MUNICIPALITY,No ,No,03-Jan-2023 09:00 AM,13-Jan-2023 11:00 AM,03-Jan-2023 09:55 AM,12-Jan-2023 05:00 PM,03-Jan-2023 09:55 AM ,06-Jan-2023 05:00 PM ,03-Jan-2023 09:55 AM,12-Jan-2023 05:00 PM,1,ICICI BANK,0.0,No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2045276,RUDRA NARAYAN DAS,08-Jan-2023 07:59 PM,Accepted-AOC,L1,03-Jun-2023 04:50 PM,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,AOC
