Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
18-Mar-2023 03:00 PM,31-Mar-2023 11:00 AM,18-Mar-2023 03:00 PM,29-Mar-2023 05:30 PM,18-Mar-2023 03:00 PM ,29-Mar-2023 05:30 PM ,18-Mar-2023 03:00 PM,29-Mar-2023 05:30 PM,"8,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,Superintending Engineer,"O/O SE,Mech.Division Hirakud","4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Call Notice,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Stores and Mech Divn, Hirakud",SE/MDH-20-2022-23,2023_CEMWR_86947_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Fabrication, Supply and Erection of 4Nos. Scouring Sluice Gates and its accessories of Karadakotha Check Dam in Harabhanga Block under Superintending Engineer, Minor Irrigation Division, Boudh for the Year 2022-23","Fabrication, Supply and Erection of 4Nos. Scouring Sluice Gates and its accessories of Karadakotha Check Dam in Harabhanga Block under Superintending Engineer, Minor Irrigation Division, Boudh for the Year 2022-23",Please refer Tender documents. ,NA ,,Mechanical Works,NA ,Tender,90.0,60.0,"Harabhanga Block,Boudh",762020.0,NA ,NA ,NA ,"O/O SE,Mech.Division Hirakud",No ,No,AOC,"Jayanta Kumar Dey,SEM",Internal,,Jayanta Kumar Dey,05-Apr-2023 05:59 PM,finsummary_431210.pdf (398.07 KB),Finance,"Accepted Bis-26Nos,Rejected Bids-Nil",Jayanta Kumar Dey,04-Apr-2023 01:07 PM,finance_431210.pdf,BOQ Comparative Chart,15-May-2023,"INR 672,777",60.0,Jayanta Kumar Dey,01-Jun-2023 06:48 PM,AOC-20-2.pdf (1570.00 KB),The 1st lowest bidder is Ms Aditya Enterpriser is awarded in the contract,1,2104456,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",27-Mar-2023 11:37 PM,Accepted-AOC,1st lowest bidder after lottery process,01-Jun-2023 06:53 PM,1.0,2104456.0,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",INR,"672,777","Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Stores and Mech Divn, Hirakud",2023_CEMWR_86947_1,SE/MDH-20-2022-23,"Fabrication, Supply and Erection of 4Nos. Scouring Sluice Gates and its accessories of Karadakotha Check Dam in Harabhanga Block under Superintending Engineer, Minor Irrigation Division, Boudh for the Year 2022-23","Jayanta Kumar Dey,SEM",Internal,,Jayanta Kumar Dey,05-Apr-2023 05:51 PM,techsummary_431210.pdf (206.58 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,.pdf,"RC,GST,PAN,EPF,ESI, AND ALL OTHER DOCUMENTS AS PER DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2104166,ALBINO ENTERPRISERS,26-Mar-2023 04:07 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2104288,BANASHREE BHUYAN,29-Mar-2023 01:42 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2105290,BASUDEV PANIGRAHI,27-Mar-2023 11:13 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2106069,DASH ENTERPRISERS PROP.RAJEEB LOCHAN DASH,28-Mar-2023 07:21 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2100977,Manashi Dash (Prop - M/s. Babby Engg. & Works),25-Mar-2023 07:23 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2104732,Md Yousuf Hussain,27-Mar-2023 01:05 PM,Rejected-AOC,2nd lowest bidder after lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2103228,M/S Abirvab Steel Product,28-Mar-2023 09:10 PM,Rejected-AOC,3rd lowest bidder after lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2100611,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,25-Mar-2023 03:41 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2102836,M/S Ashreebad Fabricators,28-Mar-2023 03:20 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,2100584,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,25-Mar-2023 12:56 PM,Rejected-AOC,Not qualified in the lottery process,01-Jun-2023 06:53 PM,,,,,,,,,,,,,,,,AOC
