Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of Road from Kankadaput to Dumbaguda under DMF in the District of Koraput under Dasmantpur Block for the year 2022-23.,Construction of Road from Kankadaput to Dumbaguda under DMF in the District of Koraput under Dasmantpur Block for the year 2022-23.,N.A. ,NA ,"1,66,09,000",Civil Works - Roads,NA ,Tender,90.0,180.0,KORAPUT,764001.0,NA ,NA ,NA ,"C.C.E, Rural Works Circle, Sunabeda",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,11-Feb-2023 06:55 PM,23-Feb-2023 11:00 AM,11-Feb-2023 06:55 PM,22-Feb-2023 05:30 PM,11-Feb-2023 06:55 PM ,21-Feb-2023 02:00 PM ,11-Feb-2023 06:55 PM,22-Feb-2023 05:30 PM,27-Mar-2023 11:00 AM,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD-Online-47/2022-23,2023_CERWI_85950_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"1,67,000",Yes,fixed,,Nil,Nil,AOC,CE RW I||RWCIRCLE-SUNABEDA,2023_CERWI_85950_6,CCERWCSBD-Online-47/2022-23,Construction of Road from Kankadaput to Dumbaguda under DMF in the District of Koraput under Dasmantpur Block for the year 2022-23.,1.0,2086967.0,OM PRAKASH SINGH,INR,"14,119,257.67","Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Koraput Estimator R.W. Circle Sunabeda",Sridhara Nayak,19-Mar-2023 04:26 PM,27-Mar-2023 11:00 AM,techsummary_428420.pdf (799.89 KB),"Chief Construction Engineer Sunabeda R.W.Circle, Sunabeda",Internal,"Superintending Engineer, DAO, Estimator of Rural Works Division, Koraput Estimator R.W. Circle Sunabeda",Sridhara Nayak,08-Jun-2023 06:08 PM,finsummary_428420.pdf (831.38 KB),08-Jun-2023,"INR 16,608,937.38",180.0,Sridhara Nayak,08-Jun-2023 06:13 PM,AOC-K.PUT-R.pdf (1002.00 KB),Award of contract of Sri OM PRAKASH SINGH through transparency lottery system,Finance,CS,Sridhara Nayak,08-Jun-2023 06:02 PM,finance_428420.pdf,BOQ Comparative Chart,Technical,bidders name,Sridhara Nayak,19-Mar-2023 04:12 PM,technical_428420.pdf,1,2085509,MADHUSUDAN BISOI,21-Feb-2023 09:21 AM,Rejected-AOC,Reject,08-Jun-2023 06:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2087284,Nirod Kumar Nayak,22-Feb-2023 04:05 PM,Rejected-AOC,Reject,08-Jun-2023 06:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2086967,OM PRAKASH SINGH,22-Feb-2023 12:46 PM,Accepted-AOC,Award of contract of Sri OM PRAKASH SINGH through transparency lottery system,08-Jun-2023 06:14 PM,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2087335,PRASANTA MOHARANA,22-Feb-2023 04:47 PM,Rejected-Technical,Disqualified,19-Mar-2023 04:26 PM,AOC
