Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2023_OLIC_87860_25,4_2022_23_31_03_2023,Pkg25,1.0,2117537.0,BHARAT KUMAR SAHOO,INR,"2,858,271",Aruna Kumar Sahu,Internal,Pradeep Kumar Swain and Laxmi Narayan Das.,ARUNA KUMAR SAHU,18-May-2023 01:17 PM,18-May-2023 01:30 PM,techsummary_434091.pdf (28.01 KB),Aruna Kumar Sahu,Internal,Pradeep Kumar Swain and Laxmi Narayan Das.,ARUNA KUMAR SAHU,27-Jun-2023 07:22 PM,finsummary_434091.pdf (622.30 KB),28-Jun-2023,"INR 2,858,271",90.0,ARUNA KUMAR SAHU,28-Jun-2023 12:53 PM,PKG-25.pdf (790.00 KB),Work order for Revival and Restoration of Lift Irrigation projects on Turnkey Basis at Nuapada TW Sahipur TW and Rasulpur TW under Jajpur Block in Jajpur District.,Finance,Opened Successfully,Pradeep Kumar Swain,18-May-2023 03:52 PM,finance_434091.pdf,BOQ Comparative Chart,1,2117537,BHARAT KUMAR SAHOO,20-Apr-2023 08:15 AM,Accepted-AOC,Won the Lottery,28-Jun-2023 12:54 PM,Technical,Opened Successfully,Pradeep Kumar Swain,22-Apr-2023 11:32 AM,technical_434091.pdf,AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",4_2022_23_31_03_2023,2023_OLIC_87860_25,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,GSTChallan,3B,Affidavit,JV",15-Apr-2023 10:00 AM,21-Apr-2023 11:00 AM,15-Apr-2023 10:00 AM,20-Apr-2023 05:00 PM,15-Apr-2023 10:00 AM ,19-Apr-2023 05:00 PM ,15-Apr-2023 10:00 AM,20-Apr-2023 05:00 PM,18-May-2023 01:30 PM,"Executive Engineer,L.I.Division, Jajpur Road","Executive Engineer,L.I.Division, Jajpur Road","6,000",0.0,Nil,Nil,No,Pkg25,"Revival and Restoration of Lift Irrigation projects on Turnkey Basis at Nuapada TW,Sahipur TW and Rasulpur TW under Jajpur Block in Jajpur District.",Please refer to the DTCN Documents ,NA ,"28,49,386",Civil Works - Lift Irrigation Schemes,Electrical Works ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/o Executive Engineer,L.I.Division, Jajpur Road",No ,No,1.0,Revised in class of Contractor,Other,,1.0,ICICI BANK,"28,494",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2117576,BIJAY KUMAR PANDA,20-Apr-2023 08:35 AM,Rejected-AOC,Loss the Lottery,28-Jun-2023 12:54 PM,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,DTCN Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2117554,MANOJAMANJARI SAHOO,20-Apr-2023 09:45 AM,Rejected-AOC,Loss the Lottery,28-Jun-2023 12:54 PM,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2117454,M/S LAXMI NRUSINGHA CONSTRUCTION AND POWER,19-Apr-2023 10:25 PM,Rejected-AOC,Loss the Lottery,28-Jun-2023 12:54 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2115972,NARENDRA PRASAD SINGH,19-Apr-2023 10:07 PM,Rejected-AOC,Loss the Lottery,28-Jun-2023 12:54 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2117886,ODISHA ELECTRICAL AND CONSTRUCTIONS.,20-Apr-2023 02:44 PM,Rejected-AOC,Loss the Lottery,28-Jun-2023 12:54 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2115155,SANKARSHAN SAHOO,18-Apr-2023 10:52 PM,Rejected-AOC,Loss the Lottery,28-Jun-2023 12:54 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
