Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
CE-NH||NHCIRCLE-SAMBALPUR||EENH-DIVN-BOLANGIR,2023_CENH_87161_1,19 / EE NH (BGR) of 2022-23,Re- Construction of Compound wall of different government buildings which were dismantled for the ongoing project Construction of road from Km 0/00 to 72/00 of NH-26,"J.P. Naik, E.E.",Internal,"K.C. Dash, Estimator and L. Kumar, D.A.",JAYANTA PRASAD NAIK,16-May-2023 11:19 AM,finsummary_431881.pdf (716.81 KB),16-May-2023,"INR 2,455,125",90.0,JAYANTA PRASAD NAIK,12-Jun-2023 09:46 AM,AOC.pdf (97.00 KB),Award of Contract.,1.0,2110754.0,SAHIL JAISWAL,INR,"2,455,125",Finance,07 (Seven) nos of bidders participated in the tender and their documents are opened for further evaluation.,JAYANTA PRASAD NAIK,11-Apr-2023 12:13 PM,finance_431881.pdf,BOQ Comparative Chart,"J.P. Naik, E.E.",Internal,"K.C. Dash, A.E.E (Estimator) and L. Kumar, D.A.",JAYANTA PRASAD NAIK,04-May-2023 01:22 PM,techsummary_431881.pdf (1663.26 KB),1,2110599,AKARSHAN JHA,08-Apr-2023 10:52 PM,Rejected-Finance,Lost in Transparent Lottery,16-May-2023 11:19 AM,AOC,CE-NH||NHCIRCLE-SAMBALPUR||EENH-DIVN-BOLANGIR,19 / EE NH (BGR) of 2022-23,2023_CENH_87161_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"28,900",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof copy of Tender cost and EMD, Registration Certificate, PAN, GSTIN, etc.",1.0,ICICI BANK,"EE, NH Division, Bolangir","O/o EE, NH Division, Bolangir",23-Mar-2023 11:00 AM,11-Apr-2023 11:30 AM,23-Mar-2023 11:00 AM,10-Apr-2023 05:00 PM,23-Mar-2023 11:00 AM ,05-Apr-2023 05:00 PM ,23-Mar-2023 11:00 AM,10-Apr-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,Re- Construction of Compound wall of different government buildings which were dismantled for the ongoing project Construction of road from Km 0/00 to 72/00 of NH-26,Building Works,Please refer Tender documents. ,NA ,"28,88,043",Civil Works - Buildings,NA ,Tender,90.0,90.0,Bolangir,767001.0,NA ,NA ,NA ,"O/o EE, NH Division, Bolangir",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2110352,DUKHISHYAM SATAPATHY,07-Apr-2023 02:00 PM,Rejected-Finance,Lost in Transparent Lottery,16-May-2023 11:19 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No relationship Certificate, affidavit, etc.",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2111312,DURGA PRASAD JAISWAL,10-Apr-2023 12:08 PM,Rejected-Finance,Lost in Transparent Lottery,16-May-2023 11:19 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,other document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2110962,LAMBODAR BISWAL,10-Apr-2023 03:52 PM,Rejected-Finance,Lost in Transparent Lottery,16-May-2023 11:19 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2110754,SAHIL JAISWAL,08-Apr-2023 11:18 PM,Accepted-AOC,L1 Bidder,12-Jun-2023 09:47 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2110432,SANTANU SWAIN,07-Apr-2023 06:43 PM,Rejected-Finance,Lost in Transparent Lottery,16-May-2023 11:19 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2111363,TAPAN PRADHANI,10-Apr-2023 12:43 PM,Rejected-Finance,Lost in Transparent Lottery,16-May-2023 11:19 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
