Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Chief Executive Officer,Internal,,Rajendra Nath Nayak,01-Jun-2023 04:07 PM,01-Jun-2023 05:00 PM,techsummary_436777.pdf (726.30 KB),1.0,2144927.0,CHANDRABHANU BISWAL,INR,"10,578,248",WATCO Bhubaneswar,2023_WATCO_88732_1,WATCO (W)-08/2023-24 Dtd.02.05.2023,"Improvement and renovation of PH Works for Urban Community Health Center at Patia, Bhubaneswar",1,2142782,AJAYA KUMAR LENKA,20-May-2023 01:26 PM,Rejected-Technical,Technically disqualified,01-Jun-2023 04:07 PM,Technical,Six no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,26-May-2023 12:40 PM,,Finance,Four no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,01-Jun-2023 05:10 PM,,BOQ Comparative Chart,26-Jun-2023,"INR 10,578,248",120.0,Rajendra Nath Nayak,26-Jun-2023 05:35 PM,AOC.pdf (1205.00 KB),Chief Executive Officer,Internal,,Rajendra Nath Nayak,26-Jun-2023 05:34 PM,finsummary_436777.pdf (471.41 KB),AOC,"11,800",Nil,Nil,No,1.0,ICICI BANK,"Improvement and renovation of PH Works for Urban Community Health Center at Patia, Bhubaneswar","Improvement and renovation of PH Works for Urban Community Health Center at Patia, Bhubaneswar",Please refer Tender documents. ,NA ,"1,24,44,000",Civil Works - Water Works,NA ,Tender,120.0,120.0,"Patia, Bhubaneswar",751024.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Chief Executive Officer,"The Chief Executive Officer, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444",10-May-2023 11:00 AM,26-May-2023 12:30 PM,10-May-2023 11:00 AM,25-May-2023 05:00 PM,NA ,NA ,10-May-2023 11:00 AM,25-May-2023 05:00 PM,01-Jun-2023 05:00 PM,WATCO Bhubaneswar,WATCO (W)-08/2023-24 Dtd.02.05.2023,2023_WATCO_88732_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","1,25,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,2146771,ANUP KUMAR BEHERA,25-May-2023 04:31 PM,Rejected-Technical,Technically disqualified,01-Jun-2023 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,AOC
,,,,,,,,,,,,,,,,3,2144927,CHANDRABHANU BISWAL,24-May-2023 08:28 PM,Accepted-AOC,Lowest bidder,26-Jun-2023 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2143151,GADADHAR NAYAK,22-May-2023 05:24 PM,Rejected-AOC,Not a lowest bidder,26-Jun-2023 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2142299,jagadish patra,24-May-2023 07:24 PM,Rejected-AOC,Not a lowest bidder,26-Jun-2023 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2145543,SRABANI KAR,25-May-2023 09:56 AM,Rejected-AOC,Not a lowest bidder,26-Jun-2023 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
