Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
EXECUTIVE OFFICER,Internal,,Pranabananda Sahu,02-Jun-2023 08:51 AM,techsummary_434113.pdf (207.66 KB),1.0,2122059.0,Karunakar Mahalik,INR,"1,144,194.47",Municipal Bodies||Balasore Municipality,2023_ORULB_87863_6,BM_01_2023-24,"Const. of drain and paver block road at back side of BED College ,Raja Bagicha in W N 17 under Balasore Municipality",1,2120905,bishnupriya mallik,24-Apr-2023 12:41 PM,Rejected-Technical,L2,02-Jun-2023 08:51 AM,Finance,Tender opened successfully,Pranabananda Sahu,27-Apr-2023 10:34 AM,,BOQ Comparative Chart,EXECUTIVE OFFICER,Internal,,Pranabananda Sahu,02-Jun-2023 08:53 AM,finsummary_434113.pdf (207.66 KB),02-Jun-2023,"INR 1,500,000",60.0,Pranabananda Sahu,02-Jun-2023 08:54 AM,WO0106.pdf (137.00 KB),AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Balasore Municipality,BM_01_2023-24,2023_ORULB_87863_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-Apr-2023 01:00 PM,26-Apr-2023 11:00 AM,15-Apr-2023 01:00 PM,25-Apr-2023 05:00 PM,NA ,NA ,15-Apr-2023 01:00 PM,25-Apr-2023 05:00 PM,"12,712",Yes,percentage,1.0%,Nil,Nil,"Const. of drain and paver block road at back side of BED College ,Raja Bagicha in W N 17 under Balasore Municipality","Const. of drain and paver block road at back side of BED College ,Raja Bagicha in W N 17 under Balasore Municipality",Please refer Tender documents. ,NA ,"12,71,186",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,"Executive Officer, Balasore Municipality",Balasore Municipality,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,2,2121498,DEBENDRA NATH SAHU,25-Apr-2023 01:32 PM,Rejected-Finance,L1,02-Jun-2023 08:53 AM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,3,2120981,GOURAV KUMAR SAHU,24-Apr-2023 10:04 PM,Rejected-Technical,L4,02-Jun-2023 08:51 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2122059,Karunakar Mahalik,25-Apr-2023 02:02 PM,Accepted-AOC,WO,02-Jun-2023 08:55 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2121989,MADAN BEHERA,25-Apr-2023 01:43 PM,Rejected-Finance,L1,02-Jun-2023 08:53 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2121636,NAYAK CONSTRUCTION-PROP-PRAKASH CHANDRA NAYAK,24-Apr-2023 09:52 PM,Rejected-Technical,L4,02-Jun-2023 08:51 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2121600,SRIMANTA MAJHI,24-Apr-2023 09:12 PM,Rejected-Technical,L3,02-Jun-2023 08:51 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
