Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
onstruction of R.C.C Guard Wall with Paver Block Road at Trailok Dash house to Dhoba Sahi Chowk in ward no- 18.,onstruction of R.C.C Guard Wall with Paver Block Road at Trailok Dash house to Dhoba Sahi Chowk in ward no- 18.,Please refer Tender documents. ,NA ,"19,00,000",Civil Works - Roads,NA ,Tender,90.0,120.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,OFFICE OF THE MUNICIPALITY,No ,No,0.0,No,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Pattamundai Municipality,PM-06/2022-23,2022_ORULB_84790_63,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT, NRC, INFORMATION REGARDING CURRENT LITIGATION, AFFIDAVIT ETC",02-Jan-2023 06:55 PM,13-Jan-2023 11:00 AM,02-Jan-2023 06:55 PM,12-Jan-2023 05:00 PM,02-Jan-2023 06:55 PM ,06-Jan-2023 05:00 PM ,02-Jan-2023 06:55 PM,12-Jan-2023 05:00 PM,AOC,1,2045071,ASHOK SETHY,12-Jan-2023 01:12 PM,Accepted-AOC,L1,08-Jun-2023 10:16 AM,08-Jun-2023,"INR 1,899,994.31",90.0,Sushil Kumar Behera,08-Jun-2023 10:15 AM,AOCDETAILS.pdf (485.00 KB),THE BIDDER WAS SELECTED BECAUSE THE BIDDER IS SC CONTRACTOR,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,08-Jun-2023 10:09 AM,techsummary_423726.pdf (312.84 KB),Municipal Bodies||Pattamundai Municipality,2022_ORULB_84790_63,PM-06/2022-23,onstruction of R.C.C Guard Wall with Paver Block Road at Trailok Dash house to Dhoba Sahi Chowk in ward no- 18.,HEMANT KUMAR SAHOO CP,Internal,EO ME JE,Sushil Kumar Behera,08-Jun-2023 10:10 AM,finsummary_423726.pdf (357.83 KB),Finance,ok,SAMPAD KUMAR SWAIN,19-Jan-2023 01:46 PM,,BOQ Comparative Chart,1.0,2045071.0,ASHOK SETHY,INR,"1,899,994.31",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,AOC,2,2045119,NAMITA JYOSHNA NAYAK,08-Jan-2023 05:36 PM,Rejected-AOC,L2,08-Jun-2023 10:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
