Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Tender Stage
EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PABITRA PARIDA,13-Jun-2023 03:41 PM,techsummary_339450.pdf (330.06 KB),1.0,1441825.0,RABINDRA KUMAR DAS,INR,11.61,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2020_OLIC_65103_10,Bid Identification No.21/2020-21 OLIC/ Dt.29.12.20,INSTALATION AND ENERGISATION OF BAMBILO LI PROJECT,1.0,1441825.0,RABINDRA KUMAR DAS,13-Jan-2021 12:26 PM,Accepted-AOC,OK,13-Jun-2023 03:46 PM,13-Jun-2023,INR 11.61,365.0,PABITRA PARIDA,13-Jun-2023 03:45 PM,BAMBILO.pdf (330.00 KB),WORK COMPLETED,Finance,1 Bidder Participation,SHDHANA BEHERA,12-Feb-2021 12:38 PM,,BOQ Comparative Chart,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PABITRA PARIDA,13-Jun-2023 03:44 PM,finsummary_339450.pdf (330.06 KB),AOC,"11,677",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,Yes,INSTALATION AND ENERGISATION OF BAMBILO LI PROJECT,INSTALATION AND ENERGISATION OF BAMBILO LI PROJECT,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,BIRIDI BLOCK,754001.0,NA ,NA ,NA ,"EE LI DIVISION, CUTTACK",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND ALL OTHER DOCUMENTS AS PER DTCN","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",Bid Identification No.21/2020-21 OLIC/ Dt.29.12.20,2020_OLIC_65103_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,02-Jan-2021 11:00 AM,14-Jan-2021 11:00 AM,02-Jan-2021 11:00 AM,13-Jan-2021 05:00 PM,02-Jan-2021 11:00 AM ,12-Jan-2021 05:00 PM ,02-Jan-2021 11:00 AM,13-Jan-2021 05:00 PM,"EE LI DIVISION, CUTTACK","OFFICE OF THE EXECUTIVE ENGINEER LI DIVISION, CUTTACK",1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
