Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Const. of cc road and drain from Baisya Samaj to Prashana Sahu house,Const. of cc road and drain from Baisya Samaj to Prashana Sahu house,Please refer Tender documents. ,NA ,"5,85,305",Civil Works - Roads,NA ,Tender,180.0,6.0,BARGARH MUNICIPALITY,768028.0,NA ,NA ,NA ,BARGARH MUNICIPALITY,No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,dtcn,21-Jan-2023 03:00 PM,06-Feb-2023 11:00 AM,21-Jan-2023 03:00 PM,04-Feb-2023 05:30 PM,21-Jan-2023 03:00 PM ,04-Feb-2023 05:30 PM ,21-Jan-2023 03:00 PM,04-Feb-2023 05:30 PM,Municipal Bodies||Bargarh Municipal Council,10/BGH- MUN/2022-23,2023_ORULB_85372_45,Yes,Open Tender,Item Wise,Works,1.0,No,No,Online,No,No,No,"6,000",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER,BARGARH MUNICIPALITY,AOC,1,2070096,DEBANAND BARIHA,04-Feb-2023 04:16 PM,Rejected-Finance,Rejected due to excess amount quoted,25-Jun-2023 07:47 PM,26-Jun-2023,"INR 585,305",180.0,Narayan Dandsena,26-Jun-2023 12:50 PM,45-ao.pdf (343.00 KB),CP,Internal,,Narayan Dandsena,25-Jun-2023 07:39 PM,techsummary_425676.pdf (308.32 KB),CP,Internal,,Narayan Dandsena,25-Jun-2023 07:47 PM,finsummary_425676.pdf (308.33 KB),Municipal Bodies||Bargarh Municipal Council,2023_ORULB_85372_45,10/BGH- MUN/2022-23,Const. of cc road and drain from Baisya Samaj to Prashana Sahu house,1.0,2070016.0,Roshni Dalai,INR,"585,305",Finance,FOR THE ABOVR WORK 2 BIDDERS ARE PARTICIPATED AND BOTH HAS BEEN ACCEPTED,Narayan Dandsena,25-Jun-2023 07:32 PM,finance_425676.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2070016,Roshni Dalai,04-Feb-2023 03:31 PM,Accepted-AOC,FIRST LOWEST,26-Jun-2023 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
