EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,940",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,18-Apr-2023 10:00 AM,03-May-2023 11:00 AM,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,NA ,NA ,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,16-May-2023 05:30 PM,Municipal Bodies||Barbil Municipality,BBLM-1/2023-24,2023_ORULB_87484_54,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Improvement of road from Sanjay house to Sumitra Meher house, Munda nala, ward No.10","Improvement of road from Sanjay house to Sumitra Meher house, Munda nala, ward No.10",Please refer Tender documents. ,NA ,"4,94,000",Civil Works - Others,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality office,No ,No,"2,000",0.0,Nil,Nil,No,Executive officer Barbil Municipality,Executive officer Barbil Municipality,1,Fee/PreQual/Technical,.pdf,Document as per Detail Tender Call Notice,AOC,28-Jun-2023,"INR 480,738.86",45.0,Abhishek Panda,28-Jun-2023 05:30 PM,54.pdf (505.00 KB),Contact Value excluding GST,1,2127706,RANJIT KUMAR MAHANTA,01-May-2023 05:18 PM,Accepted-AOC,Lowest,28-Jun-2023 05:30 PM,Laxman Mahanta,Internal,"JE,ME,EO,Accountant",Abhishek Panda,16-May-2023 05:23 PM,16-May-2023 05:30 PM,techsummary_433952.pdf (11332.12 KB),Finance,Open,Abhishek Panda,18-May-2023 06:36 PM,finance_433952.pdf,BOQ Comparative Chart,Municipal Bodies||Barbil Municipality,2023_ORULB_87484_54,BBLM-1/2023-24,"Improvement of road from Sanjay house to Sumitra Meher house, Munda nala, ward No.10",Technical,Open,Abhishek Panda,04-May-2023 06:43 PM,technical_433952.pdf,Laxman Mahanta,Internal,"JE,ME,EO",Abhishek Panda,28-Jun-2023 05:26 PM,finsummary_433952.pdf (1038.32 KB),1.0,2127706.0,RANJIT KUMAR MAHANTA,INR,"480,738.86",AOC
,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,2,2127994,SUDIP KUMAR SAMAL,02-May-2023 11:49 AM,Rejected-Finance,Second,28-Jun-2023 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
