Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
23-Jun-2023,"INR 1,693,307",60.0,Pravas Kumar Majhi,23-Jun-2023 07:05 PM,2023_EICCL_86988_2_A.pdf (389.00 KB),The agency has been finalised on transparent lottery system. The date of commencement of work may be treated as 12.05.2023 to complete the work by 11.07.2023,Finance,15nos bids received,Pravas Kumar Majhi,29-Mar-2023 01:28 PM,,BOQ Comparative Chart,Er Pravash Ku Majhi SE,Internal,Er Nirupama Sahoo AE Estr Er Parsuram Sahu AEE Estr Mr Abadhut Das Sr DAO,Pravas Kumar Majhi,23-Jun-2023 07:02 PM,finsummary_431320.pdf (987.89 KB),1,2102579,AKSHAYA KUMAR JENA,23-Mar-2023 12:46 PM,Accepted-AOC,Accepted,23-Jun-2023 07:06 PM,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2023_EICCL_86988_2,SE CTC (RandB)-73 of 2022-23,"Repair and renovation of incomplete RCC roof building near Science Block of Sailabala Womens Auto College, Cuttack for the year 2022-23",1.0,2102579.0,AKSHAYA KUMAR JENA,INR,"1,693,307",Er Pravash Ku Majhi SE,Internal,Er Nirupama Sahoo AE Estr Er Parsuram Sahu AEE Estr Mr Abadhut Das Sr DAO,Pravas Kumar Majhi,19-Apr-2023 01:43 PM,techsummary_431320.pdf (362.72 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, PAN, GSTIN, Affidavit and other mandatory documents as per DTCN",1.0,ICICI BANK,"20,000",Yes,fixed,,Nil,Nil,"Repair and renovation of incomplete RCC roof building near Science Block of Sailabala Womens Auto College, Cuttack for the year 2022-23",Building works,As per DTCN ,NA ,"19,91,892",Civil Works - Buildings,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,"O/O SE Cuttack RandB Division No.I, Cuttack",No ,No,16-Mar-2023 02:00 PM,29-Mar-2023 11:00 AM,16-Mar-2023 02:00 PM,28-Mar-2023 05:00 PM,NA ,NA ,16-Mar-2023 02:00 PM,28-Mar-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,"SE Cuttack RandB Division No.I, Cuttack","O/O SE Cuttack RandB Division No.I, Cuttack",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-73 of 2022-23,2023_EICCL_86988_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,2104875,AVIJIT SAMAL,27-Mar-2023 02:43 PM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2103344,DIGAMBAR DASH,25-Mar-2023 10:37 AM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2104995,"JAGANNATH PRASAD SAHOO, (PROP. M/S VAIVAV ASSOCIATES.)",27-Mar-2023 04:58 PM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2101340,KHIROD KUMAR SWAIN,21-Mar-2023 11:54 AM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2105591,LAXMIPRIYA JENA,28-Mar-2023 11:14 AM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2102830,MAHESWAR BEHERA,23-Mar-2023 07:20 PM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2102229,MINARVA BEHERA,22-Mar-2023 01:06 PM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2102571,PABITRA MOHAPATRA,23-Mar-2023 12:28 PM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2105035,RABINDRA KUMAR DAS,27-Mar-2023 05:42 PM,Rejected-AOC,Rejected,23-Jun-2023 07:06 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
