Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
"AE Estt, DAO, SE",Internal,"AE Estt, DAO, SE",Kishore Chandra Khatua,18-Apr-2023 10:42 AM,18-Apr-2023 10:45 AM,techsummary_429051.pdf (332.37 KB),1.0,2085800.0,GOPAL TOPPO,INR,"5,395,329",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2023_CERWI_86282_1,Online -SERKL-22 of 2022-23,Construction of road from Sikra house to Sukra house via Manga house road under DMF,Finance,6 Bidders Applied,Rama Chandra Pradhan,18-Apr-2023 11:00 AM,,BOQ Comparative Chart,1,2086149,AJAY KUMAR BEHERA,21-Feb-2023 04:26 PM,Rejected-AOC,Rejected by Tender Evaluation Committee,22-Jun-2023 04:18 PM,Technical,6 bidders,Kishore Chandra Khatua,22-Feb-2023 12:28 PM,,22-Jun-2023,"INR 5,395,329",120.0,Kishore Chandra Khatua,22-Jun-2023 04:17 PM,01.pdf (376.00 KB),Awarded Cost,SE/ DEO/ Setomator,Internal,SE/ DEO/ Setomator,Kishore Chandra Khatua,22-Jun-2023 04:15 PM,finsummary_429051.pdf (375.87 KB),AOC,1.0,ICICI BANK,"Ececutive Engineer, RW Division,Rourkela","Office of the Executive Engineer,RW Division,Rourk",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,Online -SERKL-22 of 2022-23,2023_CERWI_86282_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"63,470",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,Construction of road from Sikra house to Sukra house via Manga house road under DMF,Construction of road from Sikra house to Sukra house via Manga house road under DMF,Please refer Tender documents. ,NA ,"63,46,699",Civil Works - Roads,NA ,Tender,90.0,120.0,ROURKELA,769004.0,NA ,NA ,NA ,"Office of the Executive Engineer,RW Division,Rourk",No ,No,16-Feb-2023 03:00 PM,22-Feb-2023 09:00 AM,16-Feb-2023 03:00 PM,21-Feb-2023 06:00 PM,16-Feb-2023 03:00 PM ,21-Feb-2023 06:00 PM ,16-Feb-2023 03:00 PM,21-Feb-2023 06:00 PM,18-Apr-2023 10:45 AM,1.0,Fee/PreQual/Technical,.pdf,Affidavit Towards Authenticity of Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2084470,ANKIT JAISWAL,20-Feb-2023 03:03 PM,Rejected-AOC,Rejected by Tender Evaluation Committee,22-Jun-2023 04:18 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN Card, GSTN, Regestration Certificate another as per DTCN, Contact No.",AOC
,,,,,,,,,,,,,,,,,,,,,,3,2085800,GOPAL TOPPO,21-Feb-2023 03:40 PM,Accepted-AOC,Awarded Agency,22-Jun-2023 04:18 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding norelation certificate,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2085986,JAGANNATH NAIK,21-Feb-2023 02:30 PM,Rejected-AOC,Rejected by Tender Evaluation Committee,22-Jun-2023 04:18 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding correctness of information,AOC
,,,,,,,,,,,,,,,,,,,,,,5,2084773,MANOJ KUMAR JAISWAL,20-Feb-2023 03:06 PM,Rejected-AOC,Rejected by Tender Evaluation Committee,22-Jun-2023 04:18 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Year wise Financial Turnover, certified by a Charted Accountant",AOC
,,,,,,,,,,,,,,,,,,,,,,6,2086070,PYARA BARLA,21-Feb-2023 04:31 PM,Rejected-AOC,Rejected by Tender Evaluation Committee,22-Jun-2023 04:18 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
