S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,ICICI BANK,Executive officer Barbil Municipality,Executive officer Barbil Municipality,"4,000",0.0,Nil,Nil,No,"5,000",Yes,percentage,1.0%,Nil,Nil,18-Apr-2023 10:00 AM,03-May-2023 11:00 AM,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,NA ,NA ,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,17-May-2023 09:00 AM,1,Fee/PreQual/Technical,.pdf,Document as per Detail Tender Call Notice,"Repair of road from Saimun Khatun house to Chatma Khatun house, Azad basti, ward No.10","Repair of road from Saimun Khatun house to Chatma Khatun house, Azad basti, ward No.10",Please refer Tender documents. ,NA ,"5,00,000",Civil Works - Others,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality Office,No ,No,Municipal Bodies||Barbil Municipality,BBLM-1/2023-24,2023_ORULB_87484_68,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,28-Jun-2023,"INR 486,320.23",45.0,Abhishek Panda,28-Jun-2023 06:04 PM,68.pdf (502.00 KB),Contact value excluding GST,1,2127764,RANJIT KUMAR MAHANTA,01-May-2023 06:10 PM,Rejected-Finance,Second,28-Jun-2023 06:03 PM,Laxman Mahanta,Internal,"JE,ME,EO,Accountant",Abhishek Panda,16-May-2023 05:58 PM,17-May-2023 09:00 AM,techsummary_433996.pdf (11332.12 KB),Finance,Open,Abhishek Panda,18-May-2023 09:04 AM,finance_433996.pdf,BOQ Comparative Chart,Municipal Bodies||Barbil Municipality,2023_ORULB_87484_68,BBLM-1/2023-24,"Repair of road from Saimun Khatun house to Chatma Khatun house, Azad basti, ward No.10",Technical,Open,Abhishek Panda,05-May-2023 12:14 PM,technical_433996.pdf,Laxman Mahanta,Internal,"Je,ME,EO",Abhishek Panda,28-Jun-2023 06:03 PM,finsummary_433996.pdf (1050.59 KB),1.0,2127767.0,SUDIP KUMAR SAMAL,INR,"486,320.23",AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2127767,SUDIP KUMAR SAMAL,01-May-2023 06:16 PM,Accepted-AOC,Lowest,28-Jun-2023 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
