Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,DETAIL TENDER CALL NOTICE,ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-1/25-26,2025_STSCD_113293_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,20,164",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,Yes,PA ITDA BALLIGUDA,PA ITDA BALLIGUDA,09-May-2025 06:00 PM,29-May-2025 11:00 AM,09-May-2025 06:00 PM,28-May-2025 05:00 PM,NA ,NA ,09-May-2025 06:00 PM,28-May-2025 05:00 PM,05-Jul-2025 01:20 PM,Construction of new 50 Seated PSH Building at Budrukia A/S under Balliguda Block,Construction of new 50 Seated PSH Building at Budrukia A/S under Balliguda Block,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,270.0,270.0,Budrukia A/S under Balliguda Block,762103.0,NA ,NA ,NA ,PA ITDA BALLIGUDA,No ,No,1.0,Change of Date,Date,,AOC,PA ITDA Balliguda,Internal,AEE ITDA Balliguda,Sudarsan Behera,05-Jul-2025 01:18 PM,05-Jul-2025 01:20 PM,techsummary_539072.pdf (210.56 KB),Finance,Total ten bidders,Sudarsan Behera,03-Nov-2025 01:25 PM,finance_539072.pdf,BOQ Comparative Chart,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,03-Nov-2025 01:43 PM,finsummary_539072.pdf (210.56 KB),Technical,Total Twelve Bidders,Sudarsan Behera,04-Jul-2025 04:11 PM,technical_539072.pdf,1,2921327,BABAMANI SAHU,25-May-2025 03:52 PM,Accepted-AOC,it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,03-Nov-2025 02:15 PM,ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_113293_13,PA (ITDA)-BLG-1/25-26,Construction of new 50 Seated PSH Building at Budrukia A/S under Balliguda Block,1.0,2921327.0,BABAMANI SAHU,INR,"10,215,160.15",03-Nov-2025,"INR 12,016,421.77",270.0,Sudarsan Behera,03-Nov-2025 02:15 PM,1809.pdf (345.00 KB),it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,AOC
2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2936880,BISWAJIT PRADHAN,28-May-2025 10:26 AM,Rejected-Technical,Building work experience not submit,05-Jul-2025 01:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2935309,HARIHARA BEHERA,27-May-2025 06:36 PM,Rejected-Technical,No experience,05-Jul-2025 01:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2938315,isar engineers pvt ltd,28-May-2025 04:26 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,03-Nov-2025 01:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2930364,Martina Nayak,23-May-2025 06:26 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,03-Nov-2025 01:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2922427,Narasingha Behera,17-May-2025 12:47 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,03-Nov-2025 01:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2929028,RAMESWAR PANIGRAHI,22-May-2025 06:17 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,03-Nov-2025 01:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2917979,Sanjay Kumar Panda,24-May-2025 01:19 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,03-Nov-2025 01:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2930659,SAPNESWAR SAHU,27-May-2025 04:05 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,03-Nov-2025 01:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2923037,SHASHIRAM MANGARAJ,18-May-2025 02:35 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Babamani Sahu came as the winner,03-Nov-2025 01:43 PM,,,,,,,,,,,,,,,,,AOC
