EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"38,800",Yes,fixed,,Nil,Nil,"Supply, Installation, Testing and Commissioning of AC machines with all required accessories for Ground Floor and Second Floor of Annex Building, AHPGIC, Cuttack",Electrical works,As per DTCN ,NA ,"38,74,567",Electrical Works,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-06 of 2025-26,2025_EICCL_113360_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN",SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,14-May-2025 05:00 PM,26-May-2025 11:00 AM,14-May-2025 05:00 PM,23-May-2025 05:00 PM,NA ,NA ,14-May-2025 05:00 PM,23-May-2025 05:00 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,Er. Md Shahbaz SE,Internal,Er Aswini Kumar Pradhan JE Estr Er Uma Sankar Bhuyan AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,17-Nov-2025 08:14 PM,finsummary_539290.pdf (867.09 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_113360_3,SE CTC (RandB)-06 of 2025-26,"Supply, Installation, Testing and Commissioning of AC machines with all required accessories for Ground Floor and Second Floor of Annex Building, AHPGIC, Cuttack",1.0,2928465.0,Pravu Prasad Dhal,INR,"3,293,769",Finance,16nos bids received,Ashis Kumar Nayak,28-May-2025 07:01 PM,,BOQ Comparative Chart,1,2929168,ANIL KUMAR SAHU,22-May-2025 08:14 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,17-Nov-2025,"INR 3,293,769",60.0,Mohammed Shahbaz,17-Nov-2025 08:19 PM,113360_3_Aoc.pdf (965.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 30.08.2025 to complete the work by 29.10.2025 in all respect,Er Md Shahbaz SE,Internal,Er Aswini Kumar Pradhan JE Estr Er Uma Sankar Bhuyan AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,17-Jul-2025 05:15 PM,techsummary_539290.pdf (144.66 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2927348,CABELLA MARKETING PRIVATE LIMITED,21-May-2025 01:44 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2927626,CHITTARANJAN SASMAL,21-May-2025 04:58 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2929343,DEEPAK KUMAR KHATUA,23-May-2025 01:04 AM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2927423,DILIP KUMAR BEURA,21-May-2025 02:21 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2923527,ECO ELECTRIC POWER SOLUTIONS,18-May-2025 02:26 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2929570,EDITION INTERNATIONAL,23-May-2025 10:51 AM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2929244,Fusion Power,22-May-2025 09:04 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2926441,INNOVIZE THERMAL SOLUTIONS,20-May-2025 04:31 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2926525,MEERA ELECTRICALS,20-May-2025 05:50 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2927226,M/s. EASTERN ENGINEERING,22-May-2025 05:57 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2925118,M/s Pramod Kumar Sahoo,19-May-2025 03:04 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2929628,NARAYANI CONSTRUCTION,23-May-2025 11:24 AM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2928465,Pravu Prasad Dhal,22-May-2025 02:12 PM,Accepted-AOC,Accepted,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2929512,RAKESH PATTANAYAK,23-May-2025 10:08 AM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2929167,SASHANKA SEKHAR PRADHAN,22-May-2025 08:17 PM,Rejected-AOC,Rejected,17-Nov-2025 08:20 PM,,,,,,,,,,,,,,AOC
