Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Finance,SUMMARY,Jyoti Ranjan Pati,23-Jun-2025 12:48 PM,finance_540931.pdf,BOQ Comparative Chart,1.0,2948515.0,BASANTA KUMAR BEURA,INR,"1,122,223",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EE RnB Division Cuttack-II,2025_EICCL_113790_1,SE CTC (RnB)-II -04 of 2025-26,"Construction of 1nos RCC Roof Cycle Stand inside the premises of Odisha Adarsha Vidyalaya, Dampada under Dampada Blockin the district of Cuttack",SE,Internal,SE DAO 1,Chhabi Prava Sahu,21-Nov-2025 02:18 PM,finsummary_540931.pdf (440.78 KB),SE,Internal,,Jyoti Ranjan Pati,23-Jun-2025 12:53 PM,techsummary_540931.pdf (625.16 KB),21-Nov-2025,"INR 1,324,224",60.0,Chhabi Prava Sahu,21-Nov-2025 02:24 PM,AOC.pdf (329.00 KB),1,2948515,BASANTA KUMAR BEURA,02-Jun-2025 01:37 PM,Accepted-AOC,W,21-Nov-2025 02:24 PM,AOC,"13,300",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EE RnB Division Cuttack-II,SE CTC (RnB)-II -04 of 2025-26,2025_EICCL_113790_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S.E CUTTACK RANDB DIV II,S.E CUTTACK RANDB DIV II OMP SQUARE CUTTACK,"6,000",0.0,Nil,Nil,No,23-May-2025 02:00 PM,03-Jun-2025 11:00 AM,23-May-2025 02:00 PM,02-Jun-2025 05:00 PM,NA ,NA ,23-May-2025 02:00 PM,02-Jun-2025 05:00 PM,"Construction of 1nos RCC Roof Cycle Stand inside the premises of Odisha Adarsha Vidyalaya, Dampada under Dampada Blockin the district of Cuttack","Construction of 1nos RCC Roof Cycle Stand inside the premises of Odisha Adarsha Vidyalaya, Dampada under Dampada Blockin the district of Cuttack",AS PER DTCN ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,60.0,DAMPADA,754007.0,NA ,NA ,NA ,S.E CUTTACK RANDB DIV II,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2933425,BIJAY BEURA,27-May-2025 01:59 PM,Rejected-AOC,L,21-Nov-2025 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2938290,HRUDANANDA SAMANTRAY,28-May-2025 11:10 PM,Rejected-AOC,L,21-Nov-2025 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2947305,KASHINATH PRADHAN,01-Jun-2025 08:56 PM,Rejected-AOC,L,21-Nov-2025 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2948426,Manoranjan Sahoo,02-Jun-2025 01:22 PM,Rejected-AOC,L,21-Nov-2025 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2944956,PRAVAKAR BEHERA (S.C)/ PROP. PRASHANTI CONSULTANCY,31-May-2025 01:58 PM,Rejected-AOC,L,21-Nov-2025 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2945042,SAGARIKA SWAIN,31-May-2025 08:17 PM,Rejected-AOC,L,21-Nov-2025 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2948585,SAMIR KUMAR RANA,02-Jun-2025 02:01 PM,Rejected-AOC,L,21-Nov-2025 02:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
