EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"5,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,"Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-40/2024-25,2025_CERWI_111988_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of PH works for Sanitary Installation and Internal WS to Day Care Sub- Center Cum Health Wellness Center at Baunsabilla under Samakhunta Block in Mayurbhanj Dist for the year 2023-24. (State Plan),Construction of PH works for Sanitary Installation and Internal WS to Day Care Sub- Center Cum Health Wellness Center at Baunsabilla under Samakhunta Block in Mayurbhanj Dist for the year 2023-24. (State Plan),Please refer Tender documents. ,NA ,"5,79,143",Civil Works - Buildings,NA ,Tender,90.0,NA ,Baunsabilla,757024.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,"4,000",0.0,Nil,Nil,No,AOC,Executive Engineer,Internal,,Anil Kumar Das,08-May-2025 12:41 PM,techsummary_535016.pdf (568.28 KB),Executive Engineer,Internal,,Anil Kumar Das,21-Nov-2025 12:14 PM,finsummary_535016.pdf (64.04 KB),Finance,comparative statement,Anil Kumar Das,21-Apr-2025 12:30 PM,finance_535016.pdf,BOQ Comparative Chart,21-Nov-2025,"INR 492,330",90.0,Anil Kumar Das,24-Nov-2025 08:26 PM,6558.pdf (336.00 KB),1,2881232,ANITA JENA,10-Apr-2025 07:42 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,1.0,2880619.0,NARENDRA KUMAR MOHAPATRA,INR,"492,330",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_111988_49,EERWPH-40/2024-25,Construction of PH works for Sanitary Installation and Internal WS to Day Care Sub- Center Cum Health Wellness Center at Baunsabilla under Samakhunta Block in Mayurbhanj Dist for the year 2023-24. (State Plan),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2882154,ASIS KUMAR SAHOO,11-Apr-2025 03:25 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2882534,DEEPAK KUMAR DAS,11-Apr-2025 04:25 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2881974,DEEPAK PRATIHARI,11-Apr-2025 03:01 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2882245,DEVI PRASAD MOHAPATRA,11-Apr-2025 02:52 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2881865,DIBYA RANJAN DASH,11-Apr-2025 11:45 AM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2879266,KAPILA CHARAN MALIK,08-Apr-2025 07:35 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2882442,MANAS RANJAN BARIK,11-Apr-2025 04:48 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2880619,NARENDRA KUMAR MOHAPATRA,11-Apr-2025 12:35 PM,Accepted-AOC,Qualified in Transparency lottery,24-Nov-2025 08:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2881054,NISHITA SWAIN,11-Apr-2025 01:11 PM,Rejected-Finance,Not Qualified in Transparency lottery,21-Nov-2025 12:14 PM,,,,,,,,,,AOC
