S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2975479.0,RAM NARAYAN SUBUDHI,INR,"649,779.63",Finance,"6 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,23-Jun-2025 01:34 PM,finance_541310.pdf,BOQ Comparative Chart,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,26-Nov-2025 04:28 PM,finsummary_541310.pdf (4629.61 KB),Municipal Bodies||Puri Municipality,2025_ORULB_113908_3,P.M. 01/2025-26,Improvement of Road from Kanhu Mohanty house to Rabindra Bhujabal house Matitota 2nd lane in ward No-01,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,26-Nov-2025 04:25 PM,techsummary_541310.pdf (4629.61 KB),30-Nov-2025,"INR 649,779.63",45.0,Jayanta Kumar Maitra,26-Nov-2025 04:30 PM,ProceddingPM012526.pdf (4630.00 KB),1,2970591,KESHAB CHANDRA SETHI,18-Jun-2025 09:32 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,26-Nov-2025 04:28 PM,AOC,1.0,ICICI BANK,Improvement of Road from Kanhu Mohanty house to Rabindra Bhujabal house Matitota 2nd lane in ward No-01,CIVIL,Please refer Tender documents. ,NA ,"7,64,357",Civil Works - Others,NA ,Tender,120.0,45.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,"4,720",0.0,Nil,Nil,No,Municipal Bodies||Puri Municipality,P.M. 01/2025-26,2025_ORULB_113908_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,31-May-2025 03:00 PM,21-Jun-2025 11:00 AM,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,NA ,NA ,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF And AFFIDAVIT any other as per DTCN","EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,"7,644",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2975018,PRAMOD SAHOO,20-Jun-2025 12:48 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,26-Nov-2025 04:28 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2969977,PURNA CHANDRA PATTNAIK,19-Jun-2025 01:15 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,26-Nov-2025 04:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2975479,RAM NARAYAN SUBUDHI,20-Jun-2025 04:06 PM,Accepted-AOC,WON BY LOTTERY PROCESS,26-Nov-2025 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2974052,SANGRAM KUMAR BISWAL,20-Jun-2025 11:22 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,26-Nov-2025 04:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2975370,SOUMYA RANJAN DAS,20-Jun-2025 02:47 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,26-Nov-2025 04:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
