EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"11,680",Yes,percentage,1.0%,Nil,Nil,"Construction of Paver Block road from near NAC College to Pathanbandh Gali,Pathanbandh Ward No-7","Construction of Paver Block road from near NAC College to Pathanbandh Gali,Pathanbandh Ward No-7",Please refer Tender documents. ,NA ,"11,67,999",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Sambalpur Municipal Corporation,12/SMC_SBP/2025-26,2025_ORULB_114381_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,16-Jun-2025 10:00 AM,26-Jun-2025 10:00 AM,16-Jun-2025 10:00 AM,25-Jun-2025 05:00 PM,NA ,NA ,16-Jun-2025 10:00 AM,25-Jun-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006",AOC,1,2979244,ASHOK SINGH,24-Jun-2025 03:56 PM,Accepted-AOC,successful,28-Nov-2025 04:15 PM,28-Nov-2025,"INR 1,167,998.53",90.0,PADMINI MEHER,28-Nov-2025 04:15 PM,12SMC5.pdf (524.00 KB),successful,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,28-Nov-2025 04:10 PM,techsummary_542907.pdf (523.92 KB),Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_114381_5,12/SMC_SBP/2025-26,"Construction of Paver Block road from near NAC College to Pathanbandh Gali,Pathanbandh Ward No-7","Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,28-Nov-2025 04:12 PM,finsummary_542907.pdf (523.92 KB),Finance,TENDER OPENED,PADMINI MEHER,01-Jul-2025 12:22 PM,finance_542907.pdf,BOQ Comparative Chart,1.0,2979244.0,ASHOK SINGH,INR,"1,167,998.53",AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,AOC,2,2980042,DEEP KUMAR AGRAWAL,25-Jun-2025 03:18 PM,Rejected-Technical,UNSUCCESSFUL,28-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2979581,HARI OM MAHAKAAL CONSTRUCTION AND ORDER SUPPLY,25-Jun-2025 02:34 PM,Rejected-Technical,UNSUCCESSFUL,28-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2979475,MOHAMMED ALI HUSSAIN,24-Jun-2025 11:02 PM,Rejected-Technical,UNSUCCESSFUL,28-Nov-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
