Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,ALAK KUMAR ANUGULIA,26-Jul-2025 08:36 PM,techsummary_534624.pdf (14371.10 KB),29-Oct-2025,"INR 683,596",60.0,Aswini Kumar Patnaik,11-Nov-2025 04:32 PM,AOC.pdf (437.00 KB),LOA issued in favour of NARAYAN PANIGRAHI as he is qualified as L1 bidder......,1,2882283,BABULU DALAI,11-Apr-2025 02:29 PM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,Finance,total twenty nos of bidders found in bidding.........,ALAK KUMAR ANUGULIA,25-Jul-2025 08:23 PM,,BOQ Comparative Chart,1.0,2881062.0,NARAYAN PANIGRAHI,INR,"683,596",Municipal Bodies||Umerkote Municipality,2025_ORULB_111994_1,UKTM-MUN- 01/2025-26(7),Construction of Paver Block road with Drain from Kisan Nayak house to Jagannath house in Ward No 02,Smt. RADHA BHATRA,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,14-Oct-2025 11:29 AM,finsummary_534624.pdf (1713.72 KB),AOC,"8,041",Yes,fixed,,Nil,Nil,Construction of Paver Block road with Drain from Kisan Nayak house to Jagannath house in Ward No 02,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Roads,NA ,Tender,180.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,"4,000",0.0,Nil,Nil,No,Executive Officer,Umerkote Municipality,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...",Municipal Bodies||Umerkote Municipality,UKTM-MUN- 01/2025-26(7),2025_ORULB_111994_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,02-Apr-2025 10:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,1.0,"Corrigendum for EMD, Tender value and BOQ",BOQ,,AOC
,,,,,,,,,,,,,2,2880251,BALIRAM MANGARAJ,09-Apr-2025 11:26 PM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2.0,"Corrigendum for EMD, Tender value and BOQ",Fee,,AOC
,,,,,,,,,,,,,3,2880990,BIJAYANANDA PATI,10-Apr-2025 05:02 PM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2882587,BIKRABDEV SARKAR,11-Apr-2025 04:50 PM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2881180,BINOD KUMAR MOHANTY,10-Apr-2025 07:41 PM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2882572,DEBANAND NAG,11-Apr-2025 04:44 PM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2879848,HATIA ROUT,09-Apr-2025 04:43 PM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2881654,JITENDRA KUMAR JENA,11-Apr-2025 07:33 AM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2876982,KUSHA SAHU,06-Apr-2025 06:19 AM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2881604,MAHAMMAD SARUK,11-Apr-2025 04:05 AM,Rejected-Finance,L2 bidder,14-Oct-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
