Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"10,000",0.0,Nil,Nil,No,09-Sep-2024 09:00 AM,24-Sep-2024 12:30 PM,09-Sep-2024 11:00 AM,23-Sep-2024 05:00 PM,NA ,NA ,09-Sep-2024 11:00 AM,23-Sep-2024 05:00 PM,05-Nov-2024 03:30 PM,"SuperintendEngineer, BhubaneswarRandBDivision No.I","Office of the Superintending Engineer, BhubaneswarRandBDivision No.I, Bhubaneswar",1.0,ICICI BANK,"99,010",Yes,percentage,1.0%,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-I-BBSR,TENDER CALL NOTICE NO.17 OF 2024-25,2024_EICCL_104701_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of staff Quarter at the Residence of Honble Chief Minister at Unit-V, Bhubaneswar for the year 2024-25","Construction of staff Quarter at the Residence of Honble Chief Minister at Unit-V, Bhubaneswar for the year 2024-25",Please refer Tender documents. ,NA ,"99,00,984",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bhubaneswar,751001.0,NA ,NA ,NA ,OfficeofSuperintendingEngineerBBSRRandBDvn.No.I,No ,No,1.0,Fee/PreQual/Technical,.pdf,"RC,GST,PAN,BIDCOST,EMD ALL AFFIDAVITS, ALL MACHINERIES, AND OTHER DOCUMENTS AS PER APPROVED DTCN",AOC,"Er.Prabhudutta Pradhan,SE",Internal,"Er.P.Jena,A.E. Sri B.Pattnaik,Sr.DAO",Prabhudutta Pradhan,15-Nov-2025 06:03 PM,finsummary_506364.pdf (236.81 KB),Technical,TOTAL TWENTY TWO(22) NUMBER BIDDERS WERE PARTICIPATED IN THIS BID AND THEIR BIDS ARE VIEWED.,Snigdharani Das,24-Sep-2024 12:48 PM,technical_506364.pdf,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-I-BBSR,2024_EICCL_104701_1,TENDER CALL NOTICE NO.17 OF 2024-25,"Construction of staff Quarter at the Residence of Honble Chief Minister at Unit-V, Bhubaneswar for the year 2024-25",1.0,2557138.0,SAMBEET SAHOO,INR,"8,416,826",15-Nov-2025,"INR 8,416,826",180.0,Prabhudutta Pradhan,15-Nov-2025 06:09 PM,AGMT.pdf (112.00 KB),Agreement copy upload,1,2554764,AKSHAYA KUMAR MALLIA,23-Sep-2024 03:20 PM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,Finance,bid opening summary,Snigdharani Das,15-Nov-2025 05:27 PM,finance_506364.pdf,BOQ Comparative Chart,"ER.TRINATH BEHERA,SE",Internal,"SRI BIBHU PATTNAIK,SRDAO,ER.PRITIPUSPA JENA,A.E.",Trinatha Behera,05-Nov-2024 01:58 PM,05-Nov-2024 03:30 PM,techsummary_506364.pdf (758.99 KB),AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2557458,BISWARANJAN MALLICK,23-Sep-2024 03:38 PM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2546872,CHANDAN KUMAR PAIKARAY,13-Sep-2024 12:23 PM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2557589,CHITRASEN GAJENDRA,23-Sep-2024 04:13 PM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2557419,CHITTARANAJAN SARANGI,23-Sep-2024 03:49 PM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2557476,D D CONSTRUCTION AND EQUIPMENTS,23-Sep-2024 03:31 PM,Rejected-Finance,As the bidder possess 3rd lowest,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2551211,DIPTI RANJAN JENA,17-Sep-2024 07:51 PM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2547307,JAGABANDHU ELECTRICAL,20-Sep-2024 06:10 PM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2553414,Lalita Mohanty,23-Sep-2024 02:03 PM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2552710,MAA CONSTRUCTION,23-Sep-2024 11:40 AM,Rejected-Finance,Unsuccessful through transparent lottery system,15-Nov-2025 06:03 PM,,,,,,,,,,,,,,AOC
