Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
19-Aug-2025 12:40 PM,30-Aug-2025 11:00 AM,19-Aug-2025 12:40 PM,29-Aug-2025 05:00 PM,19-Aug-2025 12:40 PM ,26-Aug-2025 03:00 PM ,19-Aug-2025 12:40 PM,29-Aug-2025 05:00 PM,"O/O the Suptd. Engineer, R. W. Division,","O/O the Suptd. Engineer, R. W. Division,",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, PAN Regd. Cert. No Relation, Affidavit towards Correctness Certificate",Construction of D-Type Qr. building at GHD SAMPUR for the year 2025-26.,Construction of D-Type Qr. building at GHD SAMPUR for the year 2025-26.,Please refer Tender documents. ,NA ,"30,25,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 02 of 2025-26,2025_CERWI_117029_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"30,250",Yes,fixed,,Nil,Nil,AOC,"SE,RW,JSPUR",Internal,,Dipika Majhi,24-Sep-2025 05:33 PM,techsummary_549852.pdf (672.26 KB),"SE,RW,JSPUR",Internal,,Dipika Majhi,21-Nov-2025 04:07 PM,finsummary_549852.pdf (5426.77 KB),Finance,Construction of D-Type Qr. building at GHD SAMPUR for the year 2025-26,Dipika Majhi,24-Sep-2025 05:27 PM,finance_549852.pdf,BOQ Comparative Chart,21-Nov-2025,"INR 2,571,501",180.0,Dipika Majhi,21-Nov-2025 04:10 PM,7011.pdf (5427.00 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_117029_12,Tender Online - 02 of 2025-26,Construction of D-Type Qr. building at GHD SAMPUR for the year 2025-26.,1.0,3044813.0,DEBASIS DAS,INR,"2,571,501",1,3051933,AJAYA KUMAR MOHAPATRA,28-Aug-2025 12:27 AM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3049062,AMARESH SWAIN,25-Aug-2025 09:51 PM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3052068,AMARESWAR DAS,28-Aug-2025 11:30 AM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3055076,ANANDA KABU,29-Aug-2025 04:51 PM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3054416,ANSUMAN GURUDATTA MOHANTY,29-Aug-2025 01:39 PM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3046451,ASIT KUMAR MOHANTY,27-Aug-2025 09:48 PM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3052202,BHRAMAR BARA BEHERA,28-Aug-2025 11:32 AM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3045073,BIBHU CHARAN MALLICK,24-Aug-2025 07:02 PM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3049596,BIKASH MOHANTY,26-Aug-2025 12:09 PM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3052446,BISMAY KUMAR MALLA,28-Aug-2025 04:28 PM,Rejected-Technical,L2,24-Sep-2025 05:33 PM,AOC
