Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
20-Nov-2025,"INR 14,907,521",150.0,Debapriya Tripathy,20-Nov-2025 05:08 PM,Agreement.pdf (2946.00 KB),"The Agreement made by D.H. MSME-I, vide Agreement No.32/P-1/2025-26, dt.03.10.2025.",CGM PC,Internal,,Debapriya Tripathy,20-Nov-2025 04:49 PM,finsummary_542701.pdf (807.99 KB),Finance,Financial bids have been opened,Debapriya Tripathy,05-Aug-2025 05:19 PM,finance_542701.pdf,BOQ Comparative Chart,1,2975784,BIGYAN CONSTRUCTION PRIVATE LIMITED,21-Jun-2025 06:09 PM,Accepted-AOC,L-1 BIDDER/ LOTTERY WINNER NO.1,20-Nov-2025 05:09 PM,Technical,Technical bids have been opened,Debapriya Tripathy,25-Jun-2025 12:03 PM,technical_542701.pdf,IDCO||IDCO||IDCO,2025_IDCO_114320_1,PC/EST/E-18/2025-26,Construction of Road and Drain from OHPC to Kurlon Square and Cold Store to KIIT Computer Science and Trident Collage to Hotel Satsat at Chandaka IA Bhubaneswar.,1.0,2975784.0,BIGYAN CONSTRUCTION PRIVATE LIMITED,INR,"14,907,521",CGM PC,Internal,"DH MSME-I, Accounts Officer, SE PC",Debapriya Tripathy,01-Aug-2025 05:16 PM,05-Aug-2025 05:00 PM,techsummary_542701.pdf (90.52 KB),AOC,Construction of Road and Drain from OHPC to Kurlon Square and Cold Store to KIIT Computer Science and Trident Collage to Hotel Satsat at Chandaka IA Bhubaneswar.,Construction of Road and Drain from OHPC to Kurlon Square and Cold Store to KIIT Computer Science and Trident Collage to Hotel Satsat at Chandaka IA Bhubaneswar.,Please refer Tender documents. ,NA ,"1,75,36,196",Civil Works - Roads,Road and Drain ,Tender,90.0,150.0,Chandaka IA Bhubaneswar.,751024.0,NA ,NA ,NA ,"IDCO, TOWERS, JANPATH, BHUBANESWAR-751022",No ,No,IDCO||IDCO||IDCO,PC/EST/E-18/2025-26,2025_IDCO_114320_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,EPF and latest challan,Experience,Affidavits and all Other document as per DTCN.","11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,"1,75,362",Yes,fixed,,Nil,Nil,09-Jun-2025 06:55 PM,25-Jun-2025 11:30 AM,09-Jun-2025 06:55 PM,24-Jun-2025 05:00 PM,09-Jun-2025 06:55 PM ,21-Jun-2025 05:00 PM ,09-Jun-2025 06:55 PM,24-Jun-2025 05:00 PM,05-Aug-2025 05:00 PM,CHIEF GENERAL MANAGER (PC),"CHIEF GENERAL MANAGER (PC), IDCO, TOWERS, JANPATH, BHUBANESWAR-751022",AOC
,,,,,,,,,,,,,,,,,,,2,2979300,DEBASIS SRICHANDAN,24-Jun-2025 04:55 PM,Rejected-Technical,Disqualified,01-Aug-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2978901,DILLIP KUMAR SWAIN,24-Jun-2025 11:37 AM,Rejected-AOC,L-1 BIDDER,20-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2961204,Haresh Kumar Agrawal,15-Jun-2025 11:57 AM,Rejected-AOC,L-1 BIDDER,20-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2976359,KRISHIK INFRASTRUCTURE DEVELOPERS PVT. LTD,24-Jun-2025 01:24 PM,Rejected-AOC,L-1 BIDDER,20-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2978002,MITALIKA SWAIN,23-Jun-2025 06:13 PM,Rejected-AOC,L-1 BIDDER,20-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2979279,NARAYAN BHOI,24-Jun-2025 04:25 PM,Rejected-AOC,L-1 BIDDER,20-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2978768,RAKESH KUMAR KHANDUAL,24-Jun-2025 09:09 AM,Rejected-Technical,Disqualified,01-Aug-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2972796,RAMACHANDRA SAMANTA SINGHAR,23-Jun-2025 01:01 PM,Rejected-AOC,L-1 BIDDER,20-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2978885,SAMARESH CHHOTARAY,24-Jun-2025 01:07 PM,Rejected-AOC,L-1 BIDDER,20-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,2978991,SUBASH CHANDRA BARIK,24-Jun-2025 01:07 PM,Rejected-AOC,L-1 BIDDER,20-Nov-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
