Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Periodical maintenance of 5 years completed PMGSY Roads Package No.PM-KJR-03 RoadA-Hatadihi to Pandado OR-17-514, RoadB-Nindani to Mouda OR-17-576, RoadC-SH-53 to Hadagarh OR-17-508, Road-D SH-53 to Ghosarapada OR-17-545 for the year 2025-26","Periodical maintenance of 5 years completed PMGSY Roads Package No.PM-KJR-03 RoadA-Hatadihi to Pandado OR-17-514, RoadB-Nindani to Mouda OR-17-576, RoadC-SH-53 to Hadagarh OR-17-508, Road-D SH-53 to Ghosarapada OR-17-545 for the year 2025-26",NA ,NA ,"1,48,18,523",Civil Works - Roads,NA ,Tender,90.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,"Chief Construction Engineer, R.W. Circle, Keonjhar","O/o C.C.E., R.W. Circle, Keonjhar","10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-KEONJHAR,NCB-10/RWCKJR/2025-26,2025_CERWI_117179_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"1,48,185",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, Registration Certificate, GSTIN, PAN, Affidavits etc.",1.0,ICICI BANK,21-Aug-2025 05:45 PM,30-Aug-2025 11:00 AM,21-Aug-2025 05:45 PM,29-Aug-2025 05:00 PM,21-Aug-2025 05:45 PM ,26-Aug-2025 05:00 PM ,21-Aug-2025 05:45 PM,29-Aug-2025 05:00 PM,15-Sep-2025 04:00 PM,AOC,Technical,Total 4 Nos. bidder participated.,Puspanjali Bangsingh,30-Aug-2025 07:37 PM,technical_550149.pdf,CE RW I||RWCIRCLE-KEONJHAR,2025_CERWI_117179_1,NCB-10/RWCKJR/2025-26,"Periodical maintenance of 5 years completed PMGSY Roads Package No.PM-KJR-03 RoadA-Hatadihi to Pandado OR-17-514, RoadB-Nindani to Mouda OR-17-576, RoadC-SH-53 to Hadagarh OR-17-508, Road-D SH-53 to Ghosarapada OR-17-545 for the year 2025-26",Amit Prasan Kiro,Internal,Puspanjali Bangsingh Debabrata Sahoo,Puspanjali Bangsingh,26-Sep-2025 06:40 PM,finsummary_550149.pdf (306.64 KB),1.0,3052224.0,ASHIT KUMAR JENA,INR,"12,597,225.73",18-Oct-2025,"INR 12,597,225.73",90.0,Puspanjali Bangsingh,26-Nov-2025 08:17 PM,AGTPMKJR03.pdf (1968.00 KB),Award of Contract.,1,3052224,ASHIT KUMAR JENA,28-Aug-2025 04:21 PM,Accepted-AOC,L1,26-Nov-2025 08:17 PM,Amit Prasan Kiro,Internal,Puspanjali Bangsingh Debabrata Sahoo,Amit Prasan Kiro,11-Sep-2025 05:19 PM,15-Sep-2025 04:00 PM,techsummary_550149.pdf (669.34 KB),Finance,COVER-II,Puspanjali Bangsingh,26-Sep-2025 06:14 PM,finance_550149.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3050540,Dhabaleswar Pattanaik,26-Aug-2025 07:38 PM,Rejected-Finance,L1,26-Sep-2025 06:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3052865,GOUTAM SETHI,28-Aug-2025 05:23 PM,Rejected-Finance,L1,26-Sep-2025 06:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3053180,RABINDRA KUMAR SAHOO,28-Aug-2025 07:04 PM,Rejected-Finance,L1,26-Sep-2025 06:40 PM,,,,,,,,,,,,,,AOC
