Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
10-Nov-2025,"INR 21,506,562",300.0,Bikram Keshari Malla,10-Nov-2025 12:14 PM,WORKORETTER.pdf (531.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 03.11.2025,1.0,3044177.0,DHARANIDHAR SETHY,INR,"21,506,562",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_116602_26,09/OPHWC/2025-26,Constn. of 8 nos. F type Staff Qtrs. at Dabugaon Fire Station in Nawarangpur District,1,3043906,ABHIMANYU NAIK,21-Aug-2025 09:16 PM,Rejected-Finance,DUE TO L2 BIDDER,10-Nov-2025 12:10 PM,Technical,9 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,02-Sep-2025 06:26 PM,,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,10-Nov-2025 12:10 PM,finsummary_548814.pdf (380.68 KB),Finance,financial bid opened,MONALISHA PADHY,24-Sep-2025 11:28 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,23-Sep-2025 07:41 PM,24-Sep-2025 10:30 AM,techsummary_548814.pdf (187.08 KB),AOC,Constn. of 8 nos. F type Staff Qtrs. at Dabugaon Fire Station in Nawarangpur District,Building Work,Please refer Tender documents. ,NA ,"2,41,94,580",Civil Works - Buildings,NA ,Tender,90.0,300.0,Nawarangpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,Orissa State Police Housing and Welfare Corporation Ltd,09/OPHWC/2025-26,2025_OSPHW_116602_26,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"2,41,900",Yes,fixed,,Nil,Nil,08-Aug-2025 06:55 PM,25-Aug-2025 10:30 AM,08-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,NA ,NA ,08-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,24-Sep-2025 10:30 AM,1.0,ICICI BANK,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",AOC
,,,,,,,,,,,,,,,,2,3044048,Akbar Ali,22-Aug-2025 09:31 AM,Rejected-Technical,Non submission of adequate similar nature of work as per DTCN Cl. No. 11 and 110 (k).,23-Sep-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,.pdf,Other Document as per DTCN,AOC
,,,,,,,,,,,,,,,,3,3044177,DHARANIDHAR SETHY,22-Aug-2025 03:35 PM,Accepted-AOC,QUALIFIED BIDDER,10-Nov-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,4,3044731,Laxmi Chand Mittal,22-Aug-2025 04:31 PM,Rejected-Finance,DUE TO L1 BIDDER BUT L2 BIDDER IS SC BIDDER HE SUBMITTED UNWILINGNESS AND L3 BIDDER IS SC BIDDER GET WORK AT L1 RATE,10-Nov-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3044290,SAUMYA RANJAN MISHRA,22-Aug-2025 03:11 PM,Rejected-Technical,Non submission of adequate similar nature of work as per DTCN Cl. No. 11 and 110 (k).,23-Sep-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3044164,SOURAV AGRAWAL,22-Aug-2025 11:24 AM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,23-Sep-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3043165,SRI SANJAY SARKAR,22-Aug-2025 04:51 PM,Rejected-Finance,DUE TO L2 BIDDER,10-Nov-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,3044681,SUBRAT NAIK,22-Aug-2025 03:58 PM,Rejected-Finance,DUE TO L2 BIDDER,10-Nov-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,3043875,T. Srinivas Rao,21-Aug-2025 08:54 PM,Rejected-Finance,DUE TO L4 BIDDER,10-Nov-2025 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
