EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"58,411",Yes,percentage,1.0%,Nil,Nil,02-Dec-2024 05:00 PM,11-Dec-2024 11:00 AM,02-Dec-2024 05:00 PM,10-Dec-2024 05:00 PM,NA ,NA ,02-Dec-2024 05:00 PM,10-Dec-2024 05:00 PM,21-Jan-2025 01:00 PM,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN08,2024_EICCL_107799_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Date Extension,Date,,"Renovation of B.S College, Dasapalla (such as construction of stair room , first floor of Admistrative building in the district of Nayagarh for the year 2024 2025","Renovation of B.S College, Dasapalla (such as construction of stair room, first floor of Administrative building in the District of Nayagarh for the year 2024-25",Please refer to Tender documents. ,NA ,"58,41,071",Civil Works - Buildings,NA ,Tender,90.0,180.0,Nayagarh,752069.0,NA ,NA ,NA ,Oo the Nayagarh RandB Division,No ,No,1.0,ICICI BANK,Superintending Engineer,Nayagarh RandB Division,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"DTCN, License, Affidavit, PAN, GST etc",AOC,27-Nov-2025,"INR 4,965,495",180.0,Sanjib Kumar Behera,27-Nov-2025 03:29 PM,WoBSCollegeDaspalla.pdf (997.00 KB),1,2690959,DEVIPRASAD DASH,10-Dec-2024 11:33 AM,Rejected-Finance,Selected through Transparency lottery,27-Nov-2025 03:28 PM,Finance,s,Sanjib Kumar Behera,27-Nov-2025 03:25 PM,,BOQ Comparative Chart,Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,20-Jan-2025 04:18 PM,21-Jan-2025 01:00 PM,techsummary_518918.pdf (647.57 KB),Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,27-Nov-2025 03:28 PM,finsummary_518918.pdf (553.86 KB),Technical,summary,Sanjib Kumar Behera,20-Jan-2025 04:11 PM,,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2024_EICCL_107799_1,eTCN08,"Renovation of B.S College, Dasapalla (such as construction of stair room , first floor of Admistrative building in the district of Nayagarh for the year 2024 2025",1.0,2691049.0,RAKESH KUMAR SAHOO,INR,"4,965,495",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,2,2690616,MANOJ KUMAR DALEI,10-Dec-2024 10:54 AM,Rejected-Technical,The bidder has not fulfilled all the eligibility criteira as per clauses of DTCN,20-Jan-2025 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2691049,RAKESH KUMAR SAHOO,10-Dec-2024 12:31 PM,Accepted-AOC,AOC,27-Nov-2025 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
