Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,04-Nov-2025 04:02 PM,techsummary_551717.pdf (571.89 KB),1,3081581,AB POWER,15-Sep-2025 03:36 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,Finance,EMD refund,Birendra Nanda,04-Nov-2025 03:57 PM,finance_551717.pdf,BOQ Comparative Chart,Rourkela Municipal Corporation,2025_RMC_117733_1,MC/RMC/35/2025,"Electrical wiring and installation of both MCC and MRF at Tarkera near RSP dumping site, Rourkela",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,04-Nov-2025 04:08 PM,finsummary_551717.pdf (571.89 KB),1.0,3075525.0,Hindusthan Electric Company,INR,"2,639,688.43",04-Nov-2025,"INR 2,639,688.43",45.0,Birendra Nanda,04-Nov-2025 04:11 PM,BID35.pdf (572.00 KB),Awarded to Hindusthan Electric Company,AOC,06-Sep-2025 06:00 PM,16-Sep-2025 11:00 AM,06-Sep-2025 06:00 PM,15-Sep-2025 05:00 PM,NA ,NA ,06-Sep-2025 06:00 PM,15-Sep-2025 05:00 PM,"6,000",Nil,Nil,Yes,Rourkela Municipal Corporation,MC/RMC/35/2025,2025_RMC_117733_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,ICICI BANK,"Electrical wiring and installation of both MCC and MRF at Tarkera near RSP dumping site, Rourkela",Electrical,Please refer Tender documents. ,NA ,"31,05,000",Electrical Works,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","31,050",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3067921,ECO ELECTRIC POWER SOLUTIONS,07-Sep-2025 09:24 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,3,3081862,EDITION INTERNATIONAL,15-Sep-2025 04:36 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3080927,GOLAP KESHARI CHAINI,15-Sep-2025 12:48 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3075525,Hindusthan Electric Company,14-Sep-2025 11:15 AM,Accepted-AOC,By The Tender Committee,04-Nov-2025 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3081035,JBS ENTERPRISES,15-Sep-2025 01:16 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3081301,JUPITER ENGINEERS,15-Sep-2025 02:38 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3080119,M/S GANGA ELECTRIC,14-Sep-2025 09:01 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3080838,M/s.TULSHI ENTERPRISES,15-Sep-2025 12:53 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3081268,PRABAHA ENTERPRISES,15-Sep-2025 03:39 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
