Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Dr. Er Banashri Rath,Internal,"Er. Pallipuspa Panda, DyM Elect, Er. Himanshu Sekhar Nayak, JE Elect, Saroj Kumar Mallick DyM Fin",PALLIPUSPA PANDA,17-Sep-2025 12:46 PM,17-Sep-2025 04:30 PM,techsummary_547422.pdf (417.30 KB),1.0,3028519.0,AJANTA ENTERPRISES,INR,"4,145,252.1",IDCO||IDCO||IDCO,2025_IDCO_116098_1,BBSR/ELECT-II/e-26/25-26,"Supply, Installation, Testing and Commissioning of 2 nos of 13 passenger lift for A and B block of Pulah Hall of Residence, VSSUT Burla alongwith the buyback of 2nos of 13 passenger lift existing in the same building.",Finance,FBOS,BANASHRI RATH,15-Nov-2025 04:20 PM,finance_547422.pdf,BOQ Comparative Chart,1,3028519,AJANTA ENTERPRISES,08-Aug-2025 02:22 PM,Accepted-AOC,The bidder has quoted 4.99 percent less to the estimated cost being L1 bidder and winner of lottery,15-Nov-2025 05:07 PM,Technical,BOS,PALLIPUSPA PANDA,21-Aug-2025 06:31 PM,technical_547422.pdf,Dr. Er Banashri Rath,Internal,"Er. Pallipuspa Panda DyM Elect., Er. Himanshu Sekhar Nayak JE Elect., Saroj Kumar Mallick DyM Fin",BANASHRI RATH,15-Nov-2025 04:53 PM,finsummary_547422.pdf (930.97 KB),15-Nov-2025,"INR 4,362,964",45.0,BANASHRI RATH,15-Nov-2025 05:06 PM,AOC.pdf (1446.00 KB),"SITC of 2 nos of 13 passenger lift for A and B block of Pulah Hall of Residence, VSSUT Burla alongwith the buyback of 2nos of 13 passenger lift existing in the same building",AOC,"43,630",No,fixed,,Nil,Nil,25-Jul-2025 02:00 PM,11-Aug-2025 04:00 PM,25-Jul-2025 02:00 PM,08-Aug-2025 04:00 PM,25-Jul-2025 02:00 PM ,08-Aug-2025 12:00 PM ,25-Jul-2025 02:00 PM,08-Aug-2025 04:00 PM,17-Sep-2025 04:30 PM,1,Fee/PreQual/Technical,.pdf,"MAF, GST, PAN, EPF WITH LATEST CHALLAN, SCHEDULE D AND OTHER REQUIRED DOCUMENT AS PER BID DOCUMENT",1,ICICI BANK,"7,080",0.0,Nil,Nil,No,"Divisional Head, Elect-II, IDCO, BBSR","O/O DH Elect-II, IDCO Tower, BBSR",IDCO||IDCO||IDCO,BBSR/ELECT-II/e-26/25-26,2025_IDCO_116098_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Supply, Installation, Testing and Commissioning of 2 nos of 13 passenger lift for A and B block of Pulah Hall of Residence, VSSUT Burla alongwith the buyback of 2nos of 13 passenger lift existing in the same building.","Supply, Installation, Testing and Commissioning of 2 nos of 13 passenger lift for A and B block of Pulah Hall of Residence, VSSUT Burla alongwith the buyback of 2nos of 13 passenger lift existing in the same building.",Please refer the bid document ,NA ,"43,62,964",Electrical Works,Lift Works ,Tender,120.0,45.0,VSSUT Burla,768018.0,NA ,NA ,NA ,"O/O DH Elect-II, IDCO Tower, BBSR",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3014298,T.RABIN KUMAR PATRO,28-Jul-2025 08:18 PM,Rejected-AOC,The bidder has quoted 4.99 percent less to the estimated cost being L1 bidder,15-Nov-2025 05:07 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
