Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,22-Oct-2024 11:00 AM,06-Nov-2024 11:00 AM,22-Oct-2024 11:00 AM,05-Nov-2024 05:00 PM,22-Oct-2024 11:00 AM ,05-Nov-2024 05:00 PM ,22-Oct-2024 11:00 AM,05-Nov-2024 05:00 PM,07-Jan-2025 12:00 PM,1.0,ICICI BANK,Installation and Energization of Package 19,Installation and Energization of Package 19,As per mentioned in DTCN ,NA ,"24,02,414",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I Division, Bhadrak",No ,No,"E.E, L.I Division, Bhadrak","E.E, L.I Division, Bhadrak","24,024",Yes,percentage,1.0%,Nil,Nil,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,01/2024-25 (2706)/OLIC (BDK) dt. 14.10.2024,2024_OLIC_105822_19,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,AOC,1,2605473,AMALENDU NAYAK,04-Nov-2024 11:03 AM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,01-Aug-2025,"INR 2,834,849",90.0,DUSHASAN JENA,11-Nov-2025 03:56 PM,PKG19.pdf (121.00 KB),L1,Finance,Financial Bid Opened,G. TARESWAR RAO,07-Jan-2025 05:54 PM,,BOQ Comparative Chart,G T Rao,Internal,,G. TARESWAR RAO,03-Jan-2025 02:17 PM,07-Jan-2025 12:00 PM,techsummary_510446.pdf (2475.64 KB),G T Rao,Internal,,G. TARESWAR RAO,09-Jun-2025 04:54 PM,finsummary_510446.pdf (2475.64 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2024_OLIC_105822_19,01/2024-25 (2706)/OLIC (BDK) dt. 14.10.2024,Installation and Energization of Package 19,Technical,Admitted,G. TARESWAR RAO,07-Nov-2024 12:55 PM,,1.0,2616459.0,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,INR,"2,834,849",AOC
,,,,,,,.pdf,Tender Notice,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2616459,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,05-Nov-2024 01:48 AM,Accepted-AOC,Due to in L1 Position,11-Nov-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2608324,KAPIL JENA,03-Nov-2024 07:51 AM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2602449,LAKSHMIMANI GIRI,03-Nov-2024 07:54 AM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2605996,MAHASWETA DHADA,04-Nov-2024 11:44 PM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2613718,M/S GOURISHANKAR ENTERPRISES.RAMAKANTA MAHANI,05-Nov-2024 01:49 PM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2616799,M/s Maa Subarnmukhi Engineering,05-Nov-2024 12:11 AM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2614697,M/S MASH ENGINEER Pro-Gobinda Chandra Panda,05-Nov-2024 12:08 PM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2608396,POWERTECH ENGINEERING.TAPAS RANJAN PATI,03-Nov-2024 10:11 AM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2617363,Santosh Kumar Parida,05-Nov-2024 09:57 AM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2618100,SUCHISMITA PADHI,05-Nov-2024 12:06 PM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2610162,SUSANTA KUMAR SWAIN,04-Nov-2024 07:47 AM,Rejected-Finance,Due to in L2 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2602450,SWAYANSHU SATYAPRAJNA BEHERA,05-Nov-2024 09:54 AM,Rejected-Finance,Due to in L3 Position,09-Jun-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
