EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"42,350",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN",14-May-2025 05:00 PM,26-May-2025 11:00 AM,14-May-2025 05:00 PM,23-May-2025 05:00 PM,NA ,NA ,14-May-2025 05:00 PM,23-May-2025 05:00 PM,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-06 of 2025-26,2025_EICCL_113360_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Supply, Installation, Testing and Commissioning of AC machines with all required accessories for Casualty, Third Floor of Annex Building and OPD Building (Ground Floor and First Floor) of AHPGIC, Cuttack",Electrical works,As per DTCN ,NA ,"42,30,146",Electrical Works,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,Er. Md Shahbaz SE,Internal,Er Madhusmita Sahoo JE Estr Er Uma Sankar Bhuyan AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,17-Nov-2025 07:28 PM,finsummary_539272.pdf (1054.11 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_113360_1,SE CTC (RandB)-06 of 2025-26,"Supply, Installation, Testing and Commissioning of AC machines with all required accessories for Casualty, Third Floor of Annex Building and OPD Building (Ground Floor and First Floor) of AHPGIC, Cuttack",1.0,2926438.0,INNOVIZE THERMAL SOLUTIONS,INR,"3,596,047",Finance,16nos bids received,Ashis Kumar Nayak,28-May-2025 12:07 PM,,BOQ Comparative Chart,17-Nov-2025,"INR 3,596,047",60.0,Mohammed Shahbaz,17-Nov-2025 07:32 PM,113360_1_AOC.pdf (946.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 22.08.2025 to complete the work by 21.10.2025 in all respect,1,2929149,ANIL KUMAR SAHU,22-May-2025 07:56 PM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,Er Md Shahbaz SE,Internal,Er Madhusmita Sahoo JE Estr Er Uma Sankar Bhuyan AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,17-Jul-2025 05:11 PM,techsummary_539272.pdf (153.95 KB),AOC
,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2927401,CABELLA MARKETING PRIVATE LIMITED,21-May-2025 02:08 PM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2927607,CHITTARANJAN SASMAL,21-May-2025 04:46 PM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2929309,DEEPAK KUMAR KHATUA,23-May-2025 12:59 AM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2927245,DILIP KUMAR BEURA,21-May-2025 01:06 PM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2923356,ECO ELECTRIC POWER SOLUTIONS,18-May-2025 11:33 AM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2929597,EDITION INTERNATIONAL,23-May-2025 11:14 AM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2928805,Fusion Power,22-May-2025 03:45 PM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2926438,INNOVIZE THERMAL SOLUTIONS,20-May-2025 04:31 PM,Accepted-AOC,Accepted,17-Nov-2025 07:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2926506,MEERA ELECTRICALS,20-May-2025 05:34 PM,Rejected-AOC,Rejected,17-Nov-2025 07:32 PM,,,,,,,AOC
