Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,As per DTCN,1.0,ICICI BANK,"Sub-Collector,Padampur-cum-Chairman,RMC, Padampur","At- Padampur, P.O Rajborasambar, Dist. Bargarh 768036","Construction of cover shed, Open pindi and Barbed fencing and WBM road at Kurlupali PPC, Open Pindi and WBM Road at Dava PPC, Border Chech post at Dava, Sukmanipur and Bhainsadhara of Jharband Block under RMC Padampur",Civil works,Please refer Tender documents. ,NA ,"1,29,40,256",Civil Works - Others,NA ,Tender,90.0,180.0,"Kurlupali, Dava, Sukhmanipur and Bhainsadhara",768036.0,NA ,NA ,NA ,"Office of RMC, Padampur",No ,No,Odisha State Agricultural Marketing Board||RMC Padampur,RMC PADAMPUR 3/2025-26,2025_OSAMB_119416_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",Nil,Nil,No,13-Oct-2025 02:25 PM,24-Oct-2025 11:30 AM,13-Oct-2025 02:25 PM,23-Oct-2025 05:00 PM,NA ,NA ,13-Oct-2025 02:30 PM,23-Oct-2025 05:00 PM,01-Nov-2025 11:00 AM,"1,29,403",Yes,fixed,,Nil,Nil,AOC,1,3144908,ABAKASH MISHRA,23-Oct-2025 01:06 PM,Rejected-Technical,Not Eligible.,30-Oct-2025 07:31 PM,12-Nov-2025,"INR 12,940,255.87",180.0,SNEHA ARUGULA,14-Nov-2025 05:00 PM,DavaKurlupali.pdf (253.00 KB),Work order,Finance,"Cover II Price bid of the bidder who have qualified in technical evaluation were opened. As all the bidders have quoted and evaluated to equal rate, the TEC recommended that the L1 bidder will be chosen through a transparent lottery system.",RABI NARAYAN PANDA,03-Nov-2025 05:49 PM,finance_555666.pdf,BOQ Comparative Chart,"Sub-Collector,Padampur-cum-Chairperson,RMC, Padampur",Internal,"Secretary,RMC,Padampur,Assistant Engineer,OSAM Board,Bhubaneswar,Junior Engineer,OSAM Board,Bhubaneswar.",SNEHA ARUGULA,30-Oct-2025 07:31 PM,01-Nov-2025 11:00 AM,techsummary_555666.pdf (1107.61 KB),"Sub-Collector,Padampur-cum-Chairperson,RMC, Padampur",Internal,"Secretary,RMC,Padampur,Assistant Engineer,OSAM Board,Bhubaneswar and Junior Engineer,OSAM Board, Bhubaneswar",SNEHA ARUGULA,03-Nov-2025 06:06 PM,finsummary_555666.pdf (137.79 KB),Odisha State Agricultural Marketing Board||RMC Padampur,2025_OSAMB_119416_1,RMC PADAMPUR 3/2025-26,"Construction of cover shed, Open pindi and Barbed fencing and WBM road at Kurlupali PPC, Open Pindi and WBM Road at Dava PPC, Border Chech post at Dava, Sukmanipur and Bhainsadhara of Jharband Block under RMC Padampur",Technical,"Bids opened and the bid documents of the bidders were downloaded successfully from the tenderodisha portal. The technical bids will be evaluated by the members of TEC,RMC Padampur as per term and conditions of the DTCN.",RABI NARAYAN PANDA,27-Oct-2025 04:34 PM,technical_555666.pdf,1.0,3142719.0,SATYA PRAKASH AGRAWAL,INR,"11,000,511",AOC
2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3146215,ASHUTOSH SAHU,23-Oct-2025 04:58 PM,Rejected-AOC,Not selected,14-Nov-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3133162,Balbeer Singh Bains,20-Oct-2025 01:18 PM,Rejected-Technical,Not eligible.,30-Oct-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3142110,BIKASH CHANDRA RAO,22-Oct-2025 12:00 PM,Rejected-AOC,Not selected,14-Nov-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3143057,Bolli Shyam Babu,22-Oct-2025 06:58 PM,Rejected-Technical,Not eligible.,30-Oct-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3146155,DEEPAK RANJAN DASH,23-Oct-2025 04:30 PM,Rejected-AOC,Not selected,14-Nov-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3145838,JAYAKUMARI PADHAN,23-Oct-2025 03:18 PM,Rejected-Technical,Not eligible.,30-Oct-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3140642,KAMAL LOCHAN NAIK,22-Oct-2025 09:33 AM,Rejected-AOC,Not selected,14-Nov-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3145493,NIRUPAMA DASH,23-Oct-2025 02:43 PM,Rejected-AOC,Not selected,14-Nov-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3146078,RAHUL KUMAR AGRAWAL,23-Oct-2025 04:12 PM,Rejected-Technical,Not Eligible.,30-Oct-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
