Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Coveer-II opened for necessary evaluation,Sundara Madhaba Padhi,03-Oct-2025 04:03 PM,,BOQ Comparative Chart,Additional Chief Engineer,Internal,Sr DAO AEE Estimator,Sundara Madhaba Padhi,26-Sep-2025 10:49 AM,03-Oct-2025 12:00 PM,techsummary_549917.pdf (1430.77 KB),1,3049615,ABHIMANYU ROUT,28-Aug-2025 03:34 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,22-Nov-2025,"INR 4,582,907",30.0,Arun Amitav Pradhan,22-Nov-2025 01:56 PM,WO1.pdf (698.00 KB),Award of contract,1.0,3051456.0,DIGAMBAR DASH,INR,"4,582,907",SE,Internal,Sr DAO AEE Estimator,Arun Amitav Pradhan,22-Nov-2025 01:49 PM,finsummary_549917.pdf (1369.21 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,2025_EICCL_117061_1,eTCN-14 of 2025-26,Improvement to Internal Road of 7th BN Campus Road connecting ODRAF Barrack to 120 Men Barrack and road from Saluting Dias Gate to Ch. 0.560 km of internal road of 7th BN from back gate to main gate such as laying of Paver Block in the district of Kh,Technical,Cover-I (Technical Bid) opened for necessary evaluation.,Sundara Madhaba Padhi,03-Sep-2025 10:16 PM,,AOC,19-Aug-2025 06:15 PM,02-Sep-2025 11:30 AM,19-Aug-2025 06:15 PM,01-Sep-2025 05:30 PM,NA ,NA ,19-Aug-2025 06:15 PM,01-Sep-2025 05:30 PM,03-Oct-2025 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,BIDCOST,EMP AND OTHERS DOCUMENTS AS PER APPROVED DTCN","10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,eTCN-14 of 2025-26,2025_EICCL_117061_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"53,910",Yes,fixed,,Nil,Nil,S.E.BBSR RandB Divn No.4 Bhubaneswar,"Nirman Soudha Unit 5 Bhubaneswar Dist Khordha,Odisha",Improvement to Internal Road of 7th BN Campus Road connecting ODRAF Barrack to 120 Men Barrack and road from Saluting Dias Gate to Ch. 0.560 km of internal road of 7th BN from back gate to main gate such as laying of Paver Block in the district of Kh,Improvement to Internal Road of 7th BN Campus Road connecting ODRAF Barrack to 120 Men Barrack and road from Saluting Dias Gate to Ch. 0.560 km of internal road of 7th BN from back gate to main gate such as laying of Paver Block in the district of Kh,Pl refer DTCN ,NA ,"53,91,021",Civil Works - Roads,Road works ,Tender,90.0,30.0,Bhubaneswar,751001.0,NA ,NA ,NA ,O.O.S.E.BBSR RandB Divn No.4,No ,No,AOC
,,,,,,,,,,,,,2,3056316,Ajit Kumar Choudhury,30-Aug-2025 02:27 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3055245,AKSHAYA KUMAR SAHOO,30-Aug-2025 06:12 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3059474,AMITABH SWAIN,01-Sep-2025 03:56 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3056208,AMIYA KUMAR PAIKARAY,30-Aug-2025 01:46 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3052274,BALARAM MALIK,28-Aug-2025 12:13 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3056618,CHANDAN KUMAR PAIKARAY,30-Aug-2025 05:01 PM,Rejected-Technical,Non-Responsive,26-Sep-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3058594,CHETAN DIPTA MOHANTY,01-Sep-2025 01:58 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3056628,CHITTARANAJAN SARANGI,30-Aug-2025 05:19 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3058800,D D CONSTRUCTION AND EQUIPMENTS,01-Sep-2025 12:33 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3051456,DIGAMBAR DASH,27-Aug-2025 05:39 PM,Accepted-AOC,Award of contract,22-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3056076,DINABANDHU JAYASINGH,30-Aug-2025 12:58 PM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3059513,DIPTIBHANU PANI,01-Sep-2025 04:06 PM,Rejected-Technical,Non-Responsive,26-Sep-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3058530,DIPTI RANJAN JENA,01-Sep-2025 10:55 AM,Rejected-Finance,Disqualified,22-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
