Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
CCE Cuttack RandB Circle,O/o CCE Cuttack RandB Circle,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,CCE.Ctc.(RandB)11/2023-24,2023_EICCL_92381_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, RC, Affidavit and correctness certificate","3,97,100",Yes,fixed,,Nil,Nil,Construction of 100 bedded Girls Hostel in OAV at Deulipal (Dharmasala Block) in the district of Jajpur,Building work,As per DTCN ,NA ,"3,97,09,856",Civil Works - Buildings,NA ,Tender,90.0,270.0,Panikoili,755043.0,NA ,NA ,NA ,O/o CCE Cuttack RandB Circle,No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,14-Aug-2023 10:00 AM,29-Aug-2023 11:00 AM,14-Aug-2023 10:00 AM,28-Aug-2023 05:30 PM,NA ,NA ,14-Aug-2023 10:00 AM,28-Aug-2023 05:30 PM,20-Nov-2023 11:30 AM,AOC,Finance,4 bidders have participated,Pradeep Kumar Rath,20-Nov-2023 02:25 PM,,BOQ Comparative Chart,Technical,5 bidders have participated,Pradeep Kumar Rath,14-Sep-2023 08:47 PM,,1,2222113,ASISHA KUMAR SAMAL,28-Aug-2023 05:04 PM,Rejected-Finance,Due to 4th lowest,22-Feb-2024 08:53 PM,Pradeep Kumar Rath,Internal,Purna Chandra Dalei SE DAO Sridhar Prusty PA to CCE Mamata Bhoi AE Estr,Pradeep Kumar Rath,22-Feb-2024 08:53 PM,finsummary_448353.pdf (1053.52 KB),29-Nov-2025,"INR 35,250,438",270.0,Trinatha Behera,29-Nov-2025 05:52 PM,Agtdeulipal.pdf (658.00 KB),The date of commencement may be read as 20.02.2024 to complete the work within 9 calendar months,Pradeep Kumar Rath,Internal,Purna Chandra Biswal SE Ramesh Chandra Choudhury Sr DAO Sridhar Prusty PA to CCE Mamata Bhoi AE Estr,Pradeep Kumar Rath,16-Nov-2023 06:40 PM,20-Nov-2023 11:30 AM,techsummary_448353.pdf (569.09 KB),1.0,2222023.0,BHUBANESWARI CONSTRUCTION,INR,"35,250,438",EIC-CIVIL||SERNB-CIRCLE-CUTTACK,2023_EICCL_92381_6,CCE.Ctc.(RandB)11/2023-24,Construction of 100 bedded Girls Hostel in OAV at Deulipal (Dharmasala Block) in the district of Jajpur,AOC
,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,2,2222023,BHUBANESWARI CONSTRUCTION,28-Aug-2023 05:12 PM,Accepted-AOC,Awarded due to L1,29-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2221222,NAROTTAM SATAPATHY,28-Aug-2023 01:51 PM,Rejected-Finance,Due to 2nd lowest,22-Feb-2024 08:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2219406,PREMSAI CONSTRUCTION,28-Aug-2023 11:06 AM,Rejected-Finance,Due to 3rd lowest,22-Feb-2024 08:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2221930,SARTHAK DAS,28-Aug-2023 04:11 PM,Rejected-Technical,Disqualified,16-Nov-2023 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
