Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
11-Nov-2025,"INR 420,072.51",90.0,Nilakantha Kisan,11-Nov-2025 05:41 PM,29.pdf (453.00 KB),Municipal Bodies||Belpahar Municipal Council,2025_ORULB_114739_29,EO/BPHM02/25-26,"Construction of Concrete road from Church to Hanuman Mandir back side at Ward No.9, Belpahar.",1.0,2988531.0,RAMESH KUMAR JAISWAL,INR,"497,585",1,2991358,Jagu Sa,06-Jul-2025 04:54 PM,Rejected-Finance,ok,11-Nov-2025 05:39 PM,Finance,ok,Nilakantha Kisan,25-Jul-2025 12:20 PM,finance_544189.pdf,BOQ Comparative Chart,Nimai Charan Panda,Internal,,Nilakantha Kisan,11-Nov-2025 05:39 PM,finsummary_544189.pdf (256.50 KB),Nimai Charan Panda,Internal,,Nilakantha Kisan,30-Jul-2025 04:15 PM,techsummary_544189.pdf (256.50 KB),AOC,1.0,ICICI BANK,Municipal Bodies||Belpahar Municipal Council,EO/BPHM02/25-26,2025_ORULB_114739_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,"Construction of Concrete road from Church to Hanuman Mandir back side at Ward No.9, Belpahar.","Construction of Concrete road from Church to Hanuman Mandir back side at Ward No.9, Belpahar.",Please refer Tender documents. ,NA ,"5,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,"2,000",0.0,Nil,Nil,No,26-Jun-2025 10:00 AM,08-Jul-2025 11:00 AM,26-Jun-2025 10:00 AM,07-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 10:00 AM,07-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,"5,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,2992259,JEETENDRA JAMDULIA,07-Jul-2025 03:05 PM,Rejected-Finance,ok,11-Nov-2025 05:39 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,,,,,,,AOC
,,,,,,,,,,,,,,,3,2991415,J N R Dora,07-Jul-2025 01:19 AM,Rejected-Finance,ok,11-Nov-2025 05:39 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,4,2990951,J. Rajendra Dora,06-Jul-2025 01:12 AM,Rejected-Finance,ok,11-Nov-2025 05:39 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2989838,RAMESH CHHACHAN,07-Jul-2025 03:48 PM,Rejected-Finance,ok,11-Nov-2025 05:39 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2988531,RAMESH KUMAR JAISWAL,05-Jul-2025 10:09 AM,Accepted-AOC,Awarded as L1 bidder,11-Nov-2025 05:41 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2990992,RANJIT KUMAR BISWAL,05-Jul-2025 09:49 PM,Rejected-Finance,ok,11-Nov-2025 05:39 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2992183,Satrughana Pande,07-Jul-2025 02:13 PM,Rejected-Finance,ok,11-Nov-2025 05:39 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
