Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
B K Pattanaik,Internal,,Basistha Kumar Pattanaik,10-Nov-2023 06:57 PM,finsummary_450476.pdf (655.03 KB),19-Jan-2024,"INR 83,536,876",270.0,Tapan Kumar Behera,14-Nov-2025 02:32 PM,aoc8.pdf (469.00 KB),1,2228549,AKASH PANDA,01-Sep-2023 01:42 PM,Rejected-Finance,Lost by lottery system,10-Nov-2023 06:57 PM,Technical,The Technical bids of 05 (Five) Nos. of bidders are opened for further consideration.,Basistha Kumar Pattanaik,02-Sep-2023 01:32 PM,technical_450476.pdf,Finance,The Financial bids of 05 (Five) Nos. of bidders are opened for further consideration.,Basistha Kumar Pattanaik,26-Sep-2023 12:35 PM,finance_450476.pdf,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,2023_EICCL_92727_8,CCE (R and B) BGR-16-2023-24,"Improvement such as widening and Strengthening of Upperjhar to NH-26 road via Rengali, Fatamunda (ODR) from 6/00 km to 10/00 km in the District of Balangir under Balangir (R and B) Division (Newly taken over road).",1.0,2224165.0,Pruthwiraj Patra,INR,"83,536,876",B K Pattanaik,Internal,,Basistha Kumar Pattanaik,25-Sep-2023 03:50 PM,26-Sep-2023 12:20 PM,techsummary_450476.pdf (673.07 KB),AOC,"CCE, Balangir (R and B) Circle, Balangir","O/o CCE, Balangir (R and B) Circle, Balangir",EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,CCE (R and B) BGR-16-2023-24,2023_EICCL_92727_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of tender paper cost and EMD, GSTIN, PAN, RC and Affidavit.",19-Aug-2023 06:00 PM,02-Sep-2023 11:00 AM,19-Aug-2023 06:00 PM,01-Sep-2023 05:00 PM,19-Aug-2023 06:00 PM ,25-Aug-2023 05:00 PM ,19-Aug-2023 06:00 PM,01-Sep-2023 05:00 PM,26-Sep-2023 12:20 PM,"9,83,000",Yes,fixed,,Nil,Nil,"Improvement such as widening and Strengthening of Upperjhar to NH-26 road via Rengali, Fatamunda (ODR) from 6/00 km to 10/00 km in the District of Balangir under Balangir (R and B) Division (Newly taken over road).",Road work,Please refer Tender documents. ,NA ,"9,82,67,117",Civil Works - Roads,NA ,Tender,90.0,270.0,Balangir,767001.0,NA ,NA ,NA ,"O/o CCE, Balangir (R and B) Circle, Balangir",No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,2229661,ANKUSH PRASAD HOTA,01-Sep-2023 04:43 PM,Rejected-Finance,Lost by lottery system,10-Nov-2023 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work Experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,2222880,LAL MOHAN PANDA,01-Sep-2023 01:51 PM,Rejected-Finance,Lost by lottery system,10-Nov-2023 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2227880,M/S SRI SAI CONSTRUCTION,31-Aug-2023 09:26 PM,Rejected-Finance,Lost by lottery system,10-Nov-2023 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2224165,Pruthwiraj Patra,31-Aug-2023 12:18 PM,Accepted-AOC,Agreement done by agency,14-Nov-2025 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
