EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"7,00,000",No,fixed,,Nil,Nil,EIC-cum-Managing Director OBCC,Vikash Bhawan Nayapalli Bhubaneshwar,Orissa Bridge and Construction Corporation Ltd,01/Tender/OBCC/2025-26,2025_OBCC_112498_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,Selection of an Agency for Providing Comprehensive Architectural Services for the Holistic Development of Satyabadi Puri District,Selection of an Agency for Providing Comprehensive Architectural Services for the Holistic Development of Satyabadi Puri District,Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,120.0,90.0,"Satyabadi, Puri",752014.0,NA ,NA ,NA ,"Vikash Bhawan, Nayapalli, Bhubaneshwar",No ,No,1.0,ICICI BANK,15-Apr-2025 06:00 PM,23-Apr-2025 11:30 AM,15-Apr-2025 06:00 PM,22-Apr-2025 05:00 PM,NA ,NA ,15-Apr-2025 06:00 PM,22-Apr-2025 05:00 PM,30-Apr-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST and other documents as per RFP-1",AOC,Chief General Manager-I,Internal,,Shreeya Kumari Varma,29-Apr-2025 06:33 PM,30-Apr-2025 11:30 AM,techsummary_536527.pdf (757.82 KB),1.0,2889890.0,PRAKRITI ARCHITECTS,INR,"34,800,000",Orissa Bridge and Construction Corporation Ltd,2025_OBCC_112498_1,01/Tender/OBCC/2025-26,Selection of an Agency for Providing Comprehensive Architectural Services for the Holistic Development of Satyabadi Puri District,Technical,Total One (01) Nos. of Technical bids were Received and Opened,Shreeya Kumari Varma,23-Apr-2025 12:10 PM,,1.0,2889890.0,PRAKRITI ARCHITECTS,22-Apr-2025 01:06 PM,Accepted-AOC,Qualified,27-Nov-2025 01:57 PM,Finance,Total One (01) Number of Financial bid received and opened,Shreeya Kumari Varma,30-Apr-2025 11:42 AM,,BOQ Comparative Chart,27-Nov-2025,"INR 34,800,000",90.0,Binodini Behera,27-Nov-2025 01:55 PM,Agreement.pdf (108.00 KB),Chief General Manager-I,Internal,,Binodini Behera,27-Nov-2025 01:52 PM,finsummary_536527.pdf (738.46 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Documents as per RFP-2,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per RFP-3,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per RFP-4,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per RFP-5,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
