Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Name,Address,Tender Stage
Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,15-Nov-2025 03:56 PM,techsummary_506781.pdf (76.37 KB),15-Nov-2025,"INR 1,820,155.62",60.0,Antarjyamee Patra,15-Nov-2025 04:33 PM,chat.pdf (76.00 KB),WO,1,2551685,SRI AJAYA KUMAR BEHERA,19-Sep-2024 06:24 PM,Rejected-AOC,Rejected,15-Nov-2025 04:33 PM,Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,26-Sep-2024 12:17 PM,finance_506781.pdf,BOQ Comparative Chart,1.0,2556093.0,TUSAR KANTI HARICHANDAN,INR,"1,820,155.62",Municipal Bodies||Cuttack Municipal Corporation,2024_ORULB_104851_6,MCCMCCTC_Div-III_No12/2024-25,Construction of paver block road from Kunjabihari Matha side to Cuttack Paradeep main road in Ward No.42.,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,15-Nov-2025 03:59 PM,finsummary_506781.pdf (76.37 KB),AOC,"22,000",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,1.0,1ST Corrigendum Notice,Date,,Municipal Bodies||Cuttack Municipal Corporation,MCCMCCTC_Div-III_No12/2024-25,2024_ORULB_104851_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of paver block road from Kunjabihari Matha side to Cuttack Paradeep main road in Ward No.42.,Construction of paver block road from Kunjabihari Matha side to Cuttack Paradeep main road in Ward No.42.,Please refer Tender documents. ,NA ,"21,41,108",Civil Works - Others,NA ,Tender,75.0,60.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",14-Sep-2024 02:00 PM,26-Sep-2024 10:00 AM,14-Sep-2024 02:00 PM,23-Sep-2024 05:00 PM,NA ,NA ,14-Sep-2024 02:00 PM,23-Sep-2024 05:00 PM,1,ICICI BANK,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",AOC
,,,,,,,,,,,,,2,2556093,TUSAR KANTI HARICHANDAN,22-Sep-2024 08:44 PM,Accepted-AOC,Accepted,15-Nov-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC
