Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No.1,Bank Name,Tender Stage
General Manager,Internal,,Basanta Kumar Behera,20-Nov-2025 12:17 PM,techsummary_543342.pdf (1552.67 KB),1,2995280,ABHISEK AGENCIES,10-Jul-2025 04:05 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,20-Nov-2025,"INR 3,404,532",180.0,Basanta Kumar Behera,20-Nov-2025 12:28 PM,AOC.pdf (1546.00 KB),1.0,2994175.0,M/S HARA ENGINEERING WORKS,INR,"3,404,532",Finance,Nineteen no bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Basanta Kumar Behera,14-Jul-2025 03:54 PM,,BOQ Comparative Chart,General Manager,Internal,,Basanta Kumar Behera,20-Nov-2025 12:23 PM,finsummary_543342.pdf (1552.67 KB),WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-I BBSR,2025_GWCDB_114537_1,GMWATCO-I/25(04)/2025-26 Dt.10.06.2025,"Provision towards laying of 250mm dia DI K-9 w/s rising main with connection to 600mm dia DI Feeder mains from Sikharchandi with fixing of flow meter and flow control valves etc for loading of GSR at SS Vihar Phase-2 to 5 in Ward No-7 of BMC, BBSR",AOC,"41,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Other,,"Provision towards laying of 250mm dia DI K-9 w/s rising main with connection to 600mm dia DI Feeder mains from Sikharchandi with fixing of flow meter and flow control valves etc for loading of GSR at SS Vihar Phase-2 to 5 in Ward No-7 of BMC, BBSR","Provision towards laying of 250mm dia DI K-9 w/s rising main with connection to 600mm dia DI Feeder mains from Sikharchandi with fixing of flow meter and flow control valves etc for loading of GSR at SS Vihar Phase-2 to 5 in Ward No-7 of BMC, BBSR",Please refer Tender documents. ,NA ,"40,05,000",Civil Works - Water Works,NA ,Tender,120.0,180.0,"SS Vihar Phase-2 to 5 in Ward No-7 of BMC, BBSR",751021.0,NA ,NA ,NA ,Bhubaneswar,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Copy of PAN, GST, Affidavits, as per DTCN",WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-I BBSR,GMWATCO-I/25(04)/2025-26 Dt.10.06.2025,2025_GWCDB_114537_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",Nil,Nil,No,23-Jun-2025 05:00 PM,14-Jul-2025 12:30 PM,23-Jun-2025 05:00 PM,11-Jul-2025 05:00 PM,NA ,NA ,23-Jun-2025 05:00 PM,11-Jul-2025 05:00 PM,General Manager,"General Manager, WATCO Division-I, Vanivihar Square, Bhubaneswar, Odisha, Pin-751022, Phone (0674) -2542821",1.0,ICICI BANK,AOC
,,,,,,2,2988946,AKSHAYA KUMAR ROUT,09-Jul-2025 12:25 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,2996018,Amiya Ranjan Barik,11-Jul-2025 01:35 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2983552,BIKASH KUMAR BEHERA,02-Jul-2025 01:21 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2989284,Biswajeet Sahoo,04-Jul-2025 06:07 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2990038,DEBASH KUMAR SIA,07-Jul-2025 10:29 AM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2995350,GAUTAM ANAND,10-Jul-2025 04:46 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2995669,Ghanashyam Bhoi,11-Jul-2025 02:13 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2996511,M/S CREATIVE AGENCY PROP. RANJIT KUMAR SWAIN,11-Jul-2025 04:52 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2994175,M/S HARA ENGINEERING WORKS,09-Jul-2025 03:50 PM,Accepted-AOC,Lowest bidder in Lottery,20-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
