Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
27-Nov-2025,"INR 1,447,925.29",90.0,CHANDRAMA PING,27-Nov-2025 08:03 AM,AOC.pdf (6685.00 KB),Success on Lottery System,Finance,12 Nos. out of 15,CHANDRAMA PING,15-Oct-2025 09:14 PM,finance_536300.pdf,BOQ Comparative Chart,EE,Internal,EE and others,CHANDRAMA PING,27-Nov-2025 07:57 AM,finsummary_536300.pdf (6684.91 KB),1,2887819,BARCELONA KHUNTIA,18-Apr-2025 12:16 PM,Not Admitted-Fee/PreQual/Technical/Finance,"Others-Rejection due to Section-II, 2.2 (V) in DTCN",15-Oct-2025 09:14 PM,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,2025_OLIC_112442_8,OLIC-SNP-02/2025-26,Revival of defunct SINDHOL-III L.I. Project under ULLUNDA Block in SUBARNAPUR District (Sate Plan Fund),1.0,2887160.0,Dukhanasana Sethi,INR,"1,230,881.29",EE,Internal,EE and others,CHANDRAMA PING,25-Nov-2025 10:37 PM,techsummary_536300.pdf (6684.91 KB),AOC,"14,479",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Tender Paper Cost, EMD, Affidavits and Joint Venture etc. as per DTCN",Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,OLIC-SNP-02/2025-26,2025_OLIC_112442_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, L.I. Division, Subarnapur","O/o the Executive Engineer, L.I. Division, Subarnapur","7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,Revival of defunct SINDHOL-III L.I. Project under ULLUNDA Block in SUBARNAPUR District (Sate Plan Fund),Revival of defunct SINDHOL-III L.I. Project under ULLUNDA Block in SUBARNAPUR District (Sate Plan Fund),Please refer Tender documents. ,NA ,"14,47,925",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Sonepur,767017.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Subarnapur",No ,No,15-Apr-2025 11:00 AM,23-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,22-Apr-2025 05:00 PM,15-Apr-2025 11:00 AM ,21-Apr-2025 05:00 PM ,15-Apr-2025 11:00 AM,22-Apr-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,2,2887160,Dukhanasana Sethi,22-Apr-2025 12:02 PM,Accepted-AOC,Success on Lottery System,27-Nov-2025 08:03 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2887224,GHANASHYAM BAGH,21-Apr-2025 07:00 PM,Rejected-Finance,Unsuccess on Lottery System,27-Nov-2025 07:57 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2891013,GOPAL KUMAR AGRAWAL,22-Apr-2025 11:58 AM,Rejected-Finance,Unsuccess on Lottery System,27-Nov-2025 07:57 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2889200,KALYANI NANDA,20-Apr-2025 12:15 PM,Rejected-Finance,Unsuccess on Lottery System,27-Nov-2025 07:57 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2886558,M/S PRADHAN CONSTRUCTION PROP SASMITA PRADHAN,19-Apr-2025 01:22 PM,Rejected-Finance,Unsuccess on Lottery System,27-Nov-2025 07:57 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2891543,M/S PRATIBHA CONSTRUCTION,22-Apr-2025 02:19 PM,Rejected-Finance,Unsuccess on Lottery System,27-Nov-2025 07:57 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2887755,MS Shree Shyam and Co,19-Apr-2025 12:49 PM,Rejected-Finance,Unsuccess on Lottery System,27-Nov-2025 07:57 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2886903,Namita Sahu,21-Apr-2025 12:51 PM,Not Admitted-Fee/PreQual/Technical/Finance,"Others-Rejection due to Section-II, 2.2 (V) in DTCN",15-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2891048,NANDI KISHOR BARIK,22-Apr-2025 01:10 AM,Rejected-Finance,Unsuccess on Lottery System,27-Nov-2025 07:57 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
