EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"3,995",Yes,fixed,,Nil,Nil,Executive Officer,Umerkote Municipality,1.0,Corrigendum on tme extension,Date,,1.0,ICICI BANK,Municipal Bodies||Umerkote Municipality,UKTM-MUN- 01/2025-26(11),2025_ORULB_112004_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement of B.T Road from Jagannath Rajpath to Panka sahi Junction in Ward No 03,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Roads,NA ,Tender,180.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...",02-Apr-2025 10:00 AM,16-Apr-2025 11:00 AM,02-Apr-2025 10:00 AM,15-Apr-2025 04:00 PM,NA ,NA ,02-Apr-2025 10:00 AM,15-Apr-2025 04:00 PM,AOC,1,2880973,BIJAYANANDA PATI,15-Apr-2025 02:28 PM,Rejected-Finance,L2 bidder,14-Oct-2025 12:04 PM,29-Oct-2025,"INR 339,619",60.0,Aswini Kumar Patnaik,11-Nov-2025 05:19 PM,AOC.pdf (420.00 KB),LOA issued in favour of MOHAMMAD WASHIQ LATHIYA as he is qualified as L1 bidder......,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,ALAK KUMAR ANUGULIA,26-Jul-2025 09:29 PM,techsummary_534663.pdf (14371.10 KB),Municipal Bodies||Umerkote Municipality,2025_ORULB_112004_1,UKTM-MUN- 01/2025-26(11),Improvement of B.T Road from Jagannath Rajpath to Panka sahi Junction in Ward No 03,Smt. RADHA BHATRA,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,14-Oct-2025 12:04 PM,finsummary_534663.pdf (1713.72 KB),Finance,total five nos of bidders found in bidding.......,ALAK KUMAR ANUGULIA,25-Jul-2025 12:45 PM,,BOQ Comparative Chart,1.0,2881544.0,MOHAMMAD WASHIQ LATHIYA,INR,"339,619",AOC
,,,,,,,,2.0,Corrigendum on BOQ Title,Financial Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,2,2884890,HIMANSU SEKHAR SAHU,15-Apr-2025 02:55 PM,Rejected-Finance,L2 bidder,14-Oct-2025 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2881661,JITENDRA KUMAR JENA,11-Apr-2025 08:12 AM,Rejected-Finance,L2 bidder,14-Oct-2025 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2881597,MAHAMMAD SARUK,11-Apr-2025 04:05 AM,Rejected-Finance,L2 bidder,14-Oct-2025 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2881544,MOHAMMAD WASHIQ LATHIYA,15-Apr-2025 03:39 PM,Accepted-AOC,qualified as L1 bidder...,11-Nov-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
